lat_lag,lon_lag,ridge_norm,gamma_min,gamma_second_min,gamma_gap,gamma_rel_gap,near_min_count,near_min_tol,is_ambiguous,n_pairs,row,col,year,month,day_num,tau,lat_step,lon_step
-0.0880,0.3150,0.3271,6.7715,6.7729,0.0013,0.0002,34,0.0677,True,71925,18,25,2022,7,11,3,0.0440,0.0630
-0.0440,-0.1890,0.1941,6.2194,6.2396,0.0202,0.0032,6,0.0622,True,107264,19,17,2022,7,12,1,0.0440,0.0630
-0.0880,-0.1890,0.2085,7.6804,7.6856,0.0053,0.0007,24,0.0768,True,89646,18,17,2022,7,12,2,0.0440,0.0630
-0.1760,-0.1890,0.2583,8.3516,8.3548,0.0033,0.0004,24,0.0835,True,72671,16,17,2022,7,12,3,0.0440,0.0630
0.0000,-0.1890,0.1890,6.8970,6.9167,0.0196,0.0028,5,0.0690,True,120101,20,17,2022,7,13,1,0.0440,0.0630
0.0000,-0.2520,0.2520,8.3707,8.3714,0.0007,0.0001,16,0.0837,True,101969,20,16,2022,7,13,2,0.0440,0.0630
0.0000,-0.2520,0.2520,9.0881,9.0924,0.0043,0.0005,23,0.0909,True,84854,20,16,2022,7,13,3,0.0440,0.0630
0.0440,-0.1260,0.1335,6.8077,6.8289,0.0212,0.0031,5,0.0681,True,116405,21,18,2022,7,14,1,0.0440,0.0630
0.0000,0.0000,0.0000,8.3561,8.3577,0.0016,0.0002,19,0.0836,True,101208,20,20,2022,7,14,2,0.0440,0.0630
0.0000,-0.0630,0.0630,9.3095,9.3108,0.0013,0.0001,18,0.0931,True,83364,20,19,2022,7,14,3,0.0440,0.0630
0.0000,-0.2520,0.2520,4.7844,4.8227,0.0382,0.0080,4,0.0500,False,96764,20,16,2022,7,15,1,0.0440,0.0630
0.0440,-0.4410,0.4432,6.0610,6.0622,0.0013,0.0002,11,0.0606,True,77698,21,13,2022,7,15,2,0.0440,0.0630
0.0440,-0.4410,0.4432,6.8733,6.8765,0.0032,0.0005,34,0.0687,True,63207,21,13,2022,7,15,3,0.0440,0.0630
0.0440,-0.1260,0.1335,5.5824,5.5840,0.0016,0.0003,9,0.0558,True,109769,21,18,2022,7,16,1,0.0440,0.0630
0.0000,-0.2520,0.2520,6.7471,6.7562,0.0091,0.0014,15,0.0675,True,92387,20,16,2022,7,16,2,0.0440,0.0630
0.8800,0.8190,1.2021,7.4286,7.4330,0.0044,0.0006,54,0.0743,True,56672,40,33,2022,7,16,3,0.0440,0.0630
0.0000,-0.1890,0.1890,6.2262,6.2263,0.0000,0.0000,14,0.0623,True,120190,20,17,2022,7,17,1,0.0440,0.0630
-0.0440,-0.3780,0.3806,7.7028,7.7041,0.0013,0.0002,25,0.0770,True,99763,19,14,2022,7,17,2,0.0440,0.0630
-0.3080,-1.2600,1.2971,8.4138,8.4232,0.0093,0.0011,17,0.0841,True,71368,13,0,2022,7,17,3,0.0440,0.0630
-0.0440,-0.1260,0.1335,4.4852,4.4864,0.0011,0.0003,6,0.0500,True,75678,19,18,2022,7,18,1,0.0440,0.0630
0.0000,-0.0630,0.0630,6.1427,6.1473,0.0045,0.0007,11,0.0614,True,61515,20,19,2022,7,18,2,0.0440,0.0630
0.0440,0.0000,0.0440,7.2688,7.2712,0.0024,0.0003,14,0.0727,True,49642,21,20,2022,7,18,3,0.0440,0.0630
0.0000,-0.3150,0.3150,6.0400,6.0475,0.0074,0.0012,5,0.0604,True,120856,20,15,2022,7,19,1,0.0440,0.0630
-0.0440,-0.7560,0.7573,7.1753,7.1809,0.0056,0.0008,17,0.0718,True,97808,19,8,2022,7,19,2,0.0440,0.0630
-0.1760,-1.2600,1.2722,7.6889,7.6973,0.0084,0.0011,13,0.0769,True,75011,16,0,2022,7,19,3,0.0440,0.0630
0.0440,-0.3780,0.3806,7.3820,7.3950,0.0130,0.0018,8,0.0738,True,114079,21,14,2022,7,20,1,0.0440,0.0630
0.0000,-0.0630,0.0630,8.8581,8.8631,0.0050,0.0006,11,0.0886,True,102038,20,19,2022,7,20,2,0.0440,0.0630
0.0000,0.0000,0.0000,9.1756,9.1900,0.0144,0.0016,15,0.0918,True,86210,20,20,2022,7,20,3,0.0440,0.0630
0.0000,-0.3150,0.3150,6.7899,6.7942,0.0043,0.0006,12,0.0679,True,111888,20,15,2022,7,21,1,0.0440,0.0630
0.0440,-0.0630,0.0768,8.0239,8.0336,0.0097,0.0012,12,0.0802,True,96927,21,19,2022,7,21,2,0.0440,0.0630
0.0880,-0.3780,0.3881,8.6968,8.6993,0.0026,0.0003,32,0.0870,True,77133,22,14,2022,7,21,3,0.0440,0.0630
0.0000,-0.2520,0.2520,5.6202,5.6296,0.0095,0.0017,11,0.0562,True,119176,20,16,2022,7,22,1,0.0440,0.0630
0.0000,-0.5040,0.5040,6.5173,6.5253,0.0080,0.0012,28,0.0652,True,99524,20,12,2022,7,22,2,0.0440,0.0630
0.0880,-0.1890,0.2085,6.9216,6.9229,0.0012,0.0002,72,0.0692,True,84036,22,17,2022,7,22,3,0.0440,0.0630
0.0000,-0.0630,0.0630,4.8828,4.9021,0.0193,0.0039,5,0.0500,True,122164,20,19,2022,7,23,1,0.0440,0.0630
-0.0440,-0.3150,0.3181,5.7018,5.7076,0.0058,0.0010,26,0.0570,True,100882,19,15,2022,7,23,2,0.0440,0.0630
-0.0880,-0.5670,0.5738,5.9261,5.9283,0.0022,0.0004,29,0.0593,True,81031,18,11,2022,7,23,3,0.0440,0.0630
0.0000,0.0000,0.0000,4.2724,4.2873,0.0149,0.0035,4,0.0500,False,124825,20,20,2022,7,24,1,0.0440,0.0630
0.0000,0.0000,0.0000,4.7423,4.7655,0.0233,0.0049,4,0.0500,False,106778,20,20,2022,7,24,2,0.0440,0.0630
0.0000,0.0000,0.0000,5.0722,5.0752,0.0031,0.0006,7,0.0507,True,89086,20,20,2022,7,24,3,0.0440,0.0630
-0.0440,-0.2520,0.2558,5.1355,5.1543,0.0188,0.0037,8,0.0514,True,119085,19,16,2022,7,25,1,0.0440,0.0630
-0.0440,-0.4410,0.4432,5.9585,5.9597,0.0012,0.0002,37,0.0596,True,99865,19,13,2022,7,25,2,0.0440,0.0630
-0.2200,-0.7560,0.7874,6.2056,6.2091,0.0035,0.0006,38,0.0621,True,77511,15,8,2022,7,25,3,0.0440,0.0630
0.0440,-0.2520,0.2558,6.6627,6.6895,0.0268,0.0040,2,0.0666,False,106435,21,16,2022,7,26,1,0.0440,0.0630
0.0440,-0.4410,0.4432,8.5115,8.5132,0.0017,0.0002,13,0.0851,True,87387,21,13,2022,7,26,2,0.0440,0.0630
0.0440,-0.5040,0.5059,9.4987,9.5087,0.0100,0.0011,17,0.0950,True,71266,21,12,2022,7,26,3,0.0440,0.0630
0.0880,-0.2520,0.2669,6.1015,6.1168,0.0153,0.0025,4,0.0610,False,107520,22,16,2022,7,27,1,0.0440,0.0630
0.1320,-0.4410,0.4603,7.7584,7.7780,0.0197,0.0025,9,0.0776,True,88024,23,13,2022,7,27,2,0.0440,0.0630
0.1320,-0.7560,0.7674,8.5535,8.5589,0.0054,0.0006,22,0.0855,True,70194,23,8,2022,7,27,3,0.0440,0.0630
0.0440,-0.3150,0.3181,6.3192,6.3452,0.0260,0.0041,4,0.0632,False,113463,21,15,2022,7,28,1,0.0440,0.0630
0.0440,-0.3780,0.3806,7.5908,7.5964,0.0056,0.0007,26,0.0759,True,95894,21,14,2022,7,28,2,0.0440,0.0630
0.0880,-0.3780,0.3881,8.0869,8.0902,0.0034,0.0004,27,0.0809,True,78852,22,14,2022,7,28,3,0.0440,0.0630
0.0000,-0.0630,0.0630,7.0566,7.0991,0.0424,0.0060,2,0.0706,False,123182,20,19,2023,7,1,1,0.0440,0.0630
0.0000,-0.1260,0.1260,8.7381,8.7552,0.0171,0.0020,7,0.0874,True,104763,20,18,2023,7,1,2,0.0440,0.0630
0.0000,-0.0630,0.0630,9.4610,9.4692,0.0083,0.0009,10,0.0946,True,87699,20,19,2023,7,1,3,0.0440,0.0630
0.0000,-0.1260,0.1260,8.1370,8.1396,0.0026,0.0003,4,0.0814,False,121275,20,18,2023,7,2,1,0.0440,0.0630
0.0000,-0.2520,0.2520,10.0955,10.1068,0.0113,0.0011,14,0.1010,True,102207,20,16,2023,7,2,2,0.0440,0.0630
0.0000,-0.5040,0.5040,10.9530,10.9650,0.0120,0.0011,36,0.1095,True,82899,20,12,2023,7,2,3,0.0440,0.0630
0.0000,-0.0630,0.0630,6.9910,7.0516,0.0605,0.0087,2,0.0699,False,123303,20,19,2023,7,3,1,0.0440,0.0630
0.0000,-0.1260,0.1260,8.6694,8.6756,0.0062,0.0007,13,0.0867,True,104913,20,18,2023,7,3,2,0.0440,0.0630
0.0000,-0.4410,0.4410,9.9036,9.9054,0.0018,0.0002,24,0.0990,True,84500,20,13,2023,7,3,3,0.0440,0.0630
0.0440,-0.2520,0.2558,6.9658,6.9771,0.0112,0.0016,2,0.0697,False,112910,21,16,2023,7,4,1,0.0440,0.0630
0.0880,-0.5040,0.5116,8.9116,8.9188,0.0072,0.0008,12,0.0891,True,92494,22,12,2023,7,4,2,0.0440,0.0630
0.2200,-0.7560,0.7874,9.6520,9.6543,0.0023,0.0002,20,0.0965,True,72535,25,8,2023,7,4,3,0.0440,0.0630
-0.0440,-0.3780,0.3806,7.8294,7.8702,0.0409,0.0052,5,0.0783,True,112120,19,14,2023,7,5,1,0.0440,0.0630
-0.0880,-0.7560,0.7611,10.4761,10.4889,0.0129,0.0012,11,0.1048,True,90812,18,8,2023,7,5,2,0.0440,0.0630
-0.0880,-1.1340,1.1374,12.2975,12.3020,0.0046,0.0004,28,0.1230,True,72720,18,2,2023,7,5,3,0.0440,0.0630
-0.0440,-0.2520,0.2558,9.2634,9.2710,0.0076,0.0008,4,0.0926,False,114410,19,16,2023,7,6,1,0.0440,0.0630
0.0000,-0.3780,0.3780,12.5807,12.5856,0.0049,0.0004,16,0.1258,True,96837,20,14,2023,7,6,2,0.0440,0.0630
0.0000,0.0000,0.0000,14.2470,14.2587,0.0117,0.0008,34,0.1425,True,83440,20,20,2023,7,6,3,0.0440,0.0630
0.0000,-0.1890,0.1890,8.4425,8.4474,0.0049,0.0006,5,0.0844,True,110688,20,17,2023,7,7,1,0.0440,0.0630
-0.0440,-0.3780,0.3806,11.2517,11.2540,0.0023,0.0002,10,0.1125,True,90708,19,14,2023,7,7,2,0.0440,0.0630
-0.0880,-0.5040,0.5116,12.7445,12.7504,0.0060,0.0005,55,0.1274,True,73299,18,12,2023,7,7,3,0.0440,0.0630
0.0000,-0.1260,0.1260,8.5984,8.6016,0.0032,0.0004,6,0.0860,True,122890,20,18,2023,7,8,1,0.0440,0.0630
0.0000,-0.0630,0.0630,10.6034,10.6093,0.0059,0.0006,28,0.1060,True,105863,20,19,2023,7,8,2,0.0440,0.0630
-0.1320,-0.3150,0.3415,11.9133,11.9164,0.0032,0.0003,69,0.1191,True,83667,17,15,2023,7,8,3,0.0440,0.0630
0.0440,-0.1260,0.1335,8.1363,8.2008,0.0645,0.0079,3,0.0814,False,102558,21,18,2023,7,9,1,0.0440,0.0630
0.0440,-0.0630,0.0768,10.7660,10.7725,0.0066,0.0006,13,0.1077,True,86161,21,19,2023,7,9,2,0.0440,0.0630
0.0880,0.0630,0.1082,12.1391,12.1452,0.0061,0.0005,45,0.1214,True,70350,22,21,2023,7,9,3,0.0440,0.0630
0.0440,-0.2520,0.2558,7.0021,7.0195,0.0174,0.0025,5,0.0700,True,100741,21,16,2023,7,10,1,0.0440,0.0630
0.0000,-0.0630,0.0630,9.4546,9.4593,0.0047,0.0005,19,0.0945,True,87663,20,19,2023,7,10,2,0.0440,0.0630
0.0440,-0.3150,0.3181,10.9789,10.9831,0.0042,0.0004,19,0.1098,True,69832,21,15,2023,7,10,3,0.0440,0.0630
0.0000,-0.3150,0.3150,6.5156,6.5255,0.0099,0.0015,6,0.0652,True,113302,20,15,2023,7,11,1,0.0440,0.0630
-0.0440,-0.5670,0.5687,8.4027,8.4132,0.0105,0.0012,14,0.0840,True,92824,19,11,2023,7,11,2,0.0440,0.0630
-0.1760,-0.9450,0.9612,9.2310,9.2322,0.0013,0.0001,47,0.0923,True,71432,16,5,2023,7,11,3,0.0440,0.0630
-0.2200,-0.3780,0.4374,7.8505,7.8611,0.0105,0.0013,11,0.0785,True,108502,15,14,2023,7,12,1,0.0440,0.0630
-0.0440,-0.1260,0.1335,9.7497,9.7526,0.0028,0.0003,26,0.0975,True,98776,19,18,2023,7,12,2,0.0440,0.0630
-0.0880,-0.1890,0.2085,10.2090,10.2114,0.0024,0.0002,40,0.1021,True,80863,18,17,2023,7,12,3,0.0440,0.0630
0.0000,-0.1890,0.1890,8.4307,8.4432,0.0125,0.0015,5,0.0843,True,109466,20,17,2023,7,13,1,0.0440,0.0630
-0.1760,-0.5670,0.5937,10.9135,10.9140,0.0005,0.0000,25,0.1091,True,85348,16,11,2023,7,13,2,0.0440,0.0630
-0.0440,-0.7560,0.7573,11.9026,11.9088,0.0062,0.0005,70,0.1190,True,71484,19,8,2023,7,13,3,0.0440,0.0630
0.0000,-0.2520,0.2520,7.2749,7.2796,0.0047,0.0006,4,0.0727,False,101630,20,16,2023,7,14,1,0.0440,0.0630
0.0880,-0.4410,0.4497,9.6459,9.6476,0.0017,0.0002,17,0.0965,True,81108,22,13,2023,7,14,2,0.0440,0.0630
0.3080,-0.6930,0.7584,10.9223,10.9264,0.0041,0.0004,24,0.1092,True,61260,27,9,2023,7,14,3,0.0440,0.0630
-0.1320,-0.1890,0.2305,6.3074,6.3115,0.0041,0.0006,6,0.0631,True,98431,17,17,2023,7,15,1,0.0440,0.0630
-0.3080,-0.4410,0.5379,8.6948,8.6987,0.0040,0.0005,33,0.0869,True,76296,13,13,2023,7,15,2,0.0440,0.0630
0.0440,0.0000,0.0440,9.7666,9.7763,0.0097,0.0010,33,0.0977,True,69871,21,20,2023,7,15,3,0.0440,0.0630
-0.0880,-0.0630,0.1082,7.3136,7.3174,0.0038,0.0005,4,0.0731,False,121043,18,19,2023,7,16,1,0.0440,0.0630
-0.1760,-0.1890,0.2583,9.6178,9.6184,0.0006,0.0001,20,0.0962,True,100447,16,17,2023,7,16,2,0.0440,0.0630
-0.2200,-0.3780,0.4374,10.6641,10.6641,0.0000,0.0000,45,0.1066,True,81327,15,14,2023,7,16,3,0.0440,0.0630
0.0000,0.0000,0.0000,6.0277,6.0335,0.0058,0.0010,4,0.0603,False,123854,20,20,2023,7,17,1,0.0440,0.0630
0.0000,0.0000,0.0000,7.8234,7.8240,0.0006,0.0001,11,0.0782,True,105717,20,20,2023,7,17,2,0.0440,0.0630
-0.0440,0.0000,0.0440,8.7789,8.7813,0.0024,0.0003,24,0.0878,True,87408,19,20,2023,7,17,3,0.0440,0.0630
-0.2640,0.0630,0.2714,6.9929,7.0054,0.0125,0.0018,14,0.0699,True,118488,14,21,2023,7,18,1,0.0440,0.0630
-0.3960,-0.4410,0.5927,9.0220,9.0221,0.0001,0.0000,113,0.0902,True,94798,11,13,2023,7,18,2,0.0440,0.0630
-0.1760,-1.2600,1.2722,9.4783,9.4795,0.0012,0.0001,24,0.0948,True,75545,16,0,2023,7,18,3,0.0440,0.0630
0.0000,0.0000,0.0000,5.8582,5.8822,0.0240,0.0041,4,0.0586,False,125579,20,20,2023,7,19,1,0.0440,0.0630
0.0000,0.0000,0.0000,6.7404,6.7731,0.0327,0.0048,4,0.0674,False,107586,20,20,2023,7,19,2,0.0440,0.0630
0.0000,0.0000,0.0000,7.0519,7.0602,0.0082,0.0012,7,0.0705,True,89629,20,20,2023,7,19,3,0.0440,0.0630
0.0440,0.0000,0.0440,4.3600,4.3718,0.0118,0.0027,4,0.0500,False,123262,21,20,2023,7,20,1,0.0440,0.0630
0.0440,0.0000,0.0440,5.0573,5.0678,0.0105,0.0021,4,0.0506,False,105400,21,20,2023,7,20,2,0.0440,0.0630
0.0440,0.0000,0.0440,5.4251,5.4253,0.0003,0.0000,19,0.0543,True,87852,21,20,2023,7,20,3,0.0440,0.0630
0.0440,0.0000,0.0440,4.2639,4.2671,0.0032,0.0007,2,0.0500,False,122841,21,20,2023,7,21,1,0.0440,0.0630
0.0440,0.0000,0.0440,4.8693,4.8707,0.0014,0.0003,4,0.0500,False,105084,21,20,2023,7,21,2,0.0440,0.0630
0.0000,0.0000,0.0000,5.2812,5.2844,0.0032,0.0006,5,0.0528,True,88322,20,20,2023,7,21,3,0.0440,0.0630
0.0000,0.0000,0.0000,4.5250,4.5573,0.0323,0.0071,2,0.0500,False,126091,20,20,2023,7,22,1,0.0440,0.0630
0.0000,0.0000,0.0000,5.1967,5.2271,0.0303,0.0058,2,0.0520,False,108023,20,20,2023,7,22,2,0.0440,0.0630
0.0000,0.0000,0.0000,5.5509,5.5681,0.0172,0.0031,4,0.0555,False,90021,20,20,2023,7,22,3,0.0440,0.0630
0.0000,0.0000,0.0000,5.7060,5.7483,0.0423,0.0074,2,0.0571,False,124846,20,20,2023,7,23,1,0.0440,0.0630
0.0000,0.0630,0.0630,7.3496,7.3701,0.0204,0.0028,9,0.0735,True,106371,20,21,2023,7,23,2,0.0440,0.0630
0.0000,-0.9450,0.9450,7.8699,7.8820,0.0121,0.0015,45,0.0787,True,80853,20,5,2023,7,23,3,0.0440,0.0630
0.0000,0.0000,0.0000,4.7091,4.7406,0.0315,0.0067,2,0.0500,False,123896,20,20,2023,7,24,1,0.0440,0.0630
0.0440,0.0000,0.0440,5.5586,5.5589,0.0002,0.0000,5,0.0556,True,105051,21,20,2023,7,24,2,0.0440,0.0630
0.0440,0.0000,0.0440,6.1608,6.1729,0.0121,0.0020,11,0.0616,True,87648,21,20,2023,7,24,3,0.0440,0.0630
0.0000,0.0630,0.0630,4.5823,4.5985,0.0162,0.0035,3,0.0500,False,122204,20,21,2023,7,25,1,0.0440,0.0630
0.0000,0.0630,0.0630,5.3273,5.3380,0.0106,0.0020,3,0.0533,False,104379,20,21,2023,7,25,2,0.0440,0.0630
0.0000,0.0630,0.0630,5.6225,5.6566,0.0341,0.0061,5,0.0562,True,87078,20,21,2023,7,25,3,0.0440,0.0630
0.0000,0.0000,0.0000,4.4690,4.4986,0.0295,0.0066,2,0.0500,False,125199,20,20,2023,7,26,1,0.0440,0.0630
0.0000,0.0630,0.0630,5.2389,5.2480,0.0091,0.0017,2,0.0524,False,106670,20,21,2023,7,26,2,0.0440,0.0630
0.0000,0.0630,0.0630,5.7677,5.7984,0.0307,0.0053,5,0.0577,True,88957,20,21,2023,7,26,3,0.0440,0.0630
0.0000,0.0000,0.0000,4.2263,4.2845,0.0582,0.0138,1,0.0500,False,125682,20,20,2023,7,27,1,0.0440,0.0630
0.0000,0.0000,0.0000,4.9619,5.0033,0.0413,0.0083,3,0.0500,False,107597,20,20,2023,7,27,2,0.0440,0.0630
-0.0440,-1.0710,1.0719,5.4982,5.5010,0.0028,0.0005,31,0.0550,True,79422,19,3,2023,7,27,3,0.0440,0.0630
0.0000,0.0000,0.0000,3.9606,4.0215,0.0609,0.0154,1,0.0500,False,125937,20,20,2023,7,28,1,0.0440,0.0630
0.0000,0.0000,0.0000,4.5822,4.6252,0.0429,0.0094,5,0.0500,True,107899,20,20,2023,7,28,2,0.0440,0.0630
0.0000,0.0000,0.0000,4.8622,4.8631,0.0009,0.0002,52,0.0500,True,89888,20,20,2023,7,28,3,0.0440,0.0630
-0.0440,-0.2520,0.2558,7.3374,7.3508,0.0134,0.0018,4,0.0734,False,103256,19,16,2024,7,1,1,0.0440,0.0630
0.0000,-0.4410,0.4410,9.7044,9.7166,0.0122,0.0013,9,0.0970,True,83197,20,13,2024,7,1,2,0.0440,0.0630
0.0880,-0.6300,0.6361,11.3442,11.3442,0.0000,0.0000,31,0.1134,True,64851,22,10,2024,7,1,3,0.0440,0.0630
-0.0440,-0.2520,0.2558,9.3075,9.3722,0.0647,0.0069,2,0.0931,False,115615,19,16,2024,7,2,1,0.0440,0.0630
-0.0440,-0.5040,0.5059,12.1786,12.2178,0.0392,0.0032,8,0.1218,True,95172,19,12,2024,7,2,2,0.0440,0.0630
-0.0440,-0.7560,0.7573,13.7648,13.7683,0.0035,0.0003,14,0.1376,True,76770,19,8,2024,7,2,3,0.0440,0.0630
-0.0880,-0.2520,0.2669,8.6667,8.7713,0.1046,0.0121,1,0.0867,False,114555,18,16,2024,7,3,1,0.0440,0.0630
-0.1760,-0.5040,0.5338,11.5454,11.5555,0.0102,0.0009,9,0.1155,True,92504,16,12,2024,7,3,2,0.0440,0.0630
-0.2200,-0.6930,0.7271,13.5983,13.6116,0.0134,0.0010,27,0.1360,True,74991,15,9,2024,7,3,3,0.0440,0.0630
0.0000,-0.1260,0.1260,7.6720,7.6825,0.0105,0.0014,4,0.0767,False,116288,20,18,2024,7,4,1,0.0440,0.0630
0.0440,-0.3150,0.3181,10.2738,10.3006,0.0268,0.0026,5,0.1027,True,94597,21,15,2024,7,4,2,0.0440,0.0630
0.0000,-0.3150,0.3150,12.0599,12.0607,0.0008,0.0001,11,0.1206,True,79480,20,15,2024,7,4,3,0.0440,0.0630
0.0440,-0.2520,0.2558,8.5456,8.5566,0.0111,0.0013,4,0.0855,False,119148,21,16,2024,7,5,1,0.0440,0.0630
0.1320,-0.4410,0.4603,11.0379,11.0852,0.0473,0.0043,8,0.1104,True,97615,23,13,2024,7,5,2,0.0440,0.0630
0.2200,-0.6300,0.6673,12.4629,12.4818,0.0190,0.0015,14,0.1246,True,78291,25,10,2024,7,5,3,0.0440,0.0630
0.0440,-0.3150,0.3181,8.4163,8.4281,0.0118,0.0014,3,0.0842,False,113220,21,15,2024,7,6,1,0.0440,0.0630
0.0000,-0.5670,0.5670,10.9364,10.9396,0.0032,0.0003,11,0.1094,True,93231,20,11,2024,7,6,2,0.0440,0.0630
0.0000,-0.7560,0.7560,12.3266,12.3379,0.0112,0.0009,16,0.1233,True,75731,20,8,2024,7,6,3,0.0440,0.0630
0.0000,-0.3780,0.3780,8.6139,8.6881,0.0742,0.0086,2,0.0861,False,116082,20,14,2024,7,7,1,0.0440,0.0630
0.0000,-0.6930,0.6930,11.3575,11.3750,0.0175,0.0015,6,0.1136,True,95083,20,9,2024,7,7,2,0.0440,0.0630
0.0000,-1.0080,1.0080,13.2889,13.2935,0.0046,0.0003,17,0.1329,True,76520,20,4,2024,7,7,3,0.0440,0.0630
-0.0880,-0.3780,0.3881,9.1209,9.1499,0.0289,0.0032,5,0.0912,True,110203,18,14,2024,7,8,1,0.0440,0.0630
-0.0440,-0.6300,0.6315,11.9107,11.9253,0.0146,0.0012,15,0.1191,True,90707,19,10,2024,7,8,2,0.0440,0.0630
0.0000,-1.0080,1.0080,13.5088,13.5224,0.0136,0.0010,13,0.1351,True,73549,20,4,2024,7,8,3,0.0440,0.0630
0.0000,-0.3150,0.3150,6.1770,6.2179,0.0409,0.0066,5,0.0618,True,114026,20,15,2024,7,9,1,0.0440,0.0630
0.0000,-0.5670,0.5670,7.8393,7.8515,0.0121,0.0015,12,0.0784,True,93563,20,11,2024,7,9,2,0.0440,0.0630
