year,month,day_num,model,n_anchor_obs,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9
2024,7,9,Debiased_Whittle,1470,261.7056,261.3681,261.7217,261.3919,261.6950,261.4240,262.2644,263.9892,0.7402,0.2025
2024,7,9,Corridor_4x4_lag643,1470,261.7002,261.3600,261.7143,261.3897,261.6901,261.4224,262.2687,263.9904,0.7365,0.1982
2024,7,10,Vecchia_mm20,1401,263.0010,262.9245,262.3729,262.4595,262.3591,262.0511,262.4369,264.6297,0.6248,0.1087
2024,7,10,Debiased_Whittle,1401,263.0175,262.9208,262.3608,262.4466,262.3466,262.0539,262.4128,264.5981,0.6309,0.1232
2024,7,10,Corridor_4x4_lag643,1401,263.0093,262.9164,262.3603,262.4454,262.3458,262.0536,262.4203,264.6060,0.6310,0.1217
2024,7,11,Vecchia_mm20,1359,262.6515,261.2424,260.0959,259.5527,259.4500,259.8973,260.1788,262.2296,1.8245,-0.5110
2024,7,11,Debiased_Whittle,1359,262.6837,261.2766,260.1663,259.5946,259.4506,259.9975,260.2353,262.2897,1.9157,-0.6005
2024,7,11,Corridor_4x4_lag643,1359,262.6743,261.2749,260.1448,259.5973,259.4903,259.9734,260.2276,262.2746,1.8950,-0.5732
2024,7,12,Vecchia_mm20,1514,258.9905,258.6369,256.9495,256.9200,256.2265,256.7557,257.3467,259.9516,1.3777,-0.1672
2024,7,12,Debiased_Whittle,1514,258.9177,258.5415,256.8186,256.7562,256.0439,256.5752,257.1599,259.7883,1.3275,-0.2177
2024,7,12,Corridor_4x4_lag643,1514,258.9394,258.5700,256.8581,256.8116,256.1058,256.6318,257.2175,259.8331,1.3415,-0.2018
2024,7,13,Vecchia_mm20,1492,258.0805,258.0379,257.3897,257.4127,257.5507,257.2190,258.8225,260.4812,1.6310,0.1751
2024,7,13,Debiased_Whittle,1492,257.9472,257.8777,257.1963,257.2316,257.4045,257.1017,258.7503,260.4181,1.5576,0.1846
2024,7,13,Corridor_4x4_lag643,1492,257.9881,257.9286,257.2650,257.2965,257.4541,257.1423,258.7713,260.4351,1.5819,0.1808
2024,7,14,Vecchia_mm20,1522,257.5332,257.4898,257.1693,257.3317,258.2566,258.7006,258.9612,261.3346,1.3689,0.3017
2024,7,14,Debiased_Whittle,1522,257.4738,257.4340,257.1110,257.2786,258.1977,258.6409,258.9114,261.2796,1.3519,0.3191
2024,7,14,Corridor_4x4_lag643,1522,257.4723,257.4242,257.1050,257.2694,258.1907,258.6358,258.9045,261.2863,1.3563,0.3139
2024,7,15,Vecchia_mm20,1520,258.2968,257.4227,257.2113,256.7009,257.0189,257.6974,259.0105,260.7502,0.9870,0.0429
2024,7,15,Debiased_Whittle,1520,258.2944,257.4065,257.1578,256.6289,256.9342,257.5887,258.9122,260.6599,0.9627,0.0224
2024,7,15,Corridor_4x4_lag643,1520,258.2950,257.4109,257.1735,256.6476,256.9544,257.6138,258.9316,260.6770,0.9674,0.0271
2024,7,16,Vecchia_mm20,1524,258.0674,257.5575,256.3586,256.1554,255.9091,256.6729,257.3293,259.6771,2.0792,-0.7080
2024,7,16,Debiased_Whittle,1524,257.8755,257.3685,256.1826,256.0374,255.8362,256.6575,257.3554,259.7305,1.9151,-0.8580
2024,7,16,Corridor_4x4_lag643,1524,257.9443,257.4421,256.2619,256.0932,255.8796,256.6757,257.3585,259.7256,1.9669,-0.8120
2024,7,17,Vecchia_mm20,1515,256.6843,255.6675,254.7088,254.5030,254.7012,254.5256,255.5347,257.9764,1.2698,-0.4130
2024,7,17,Debiased_Whittle,1515,256.7445,255.7272,254.7394,254.5114,254.6947,254.5122,255.5273,257.9521,1.4598,-0.4872
2024,7,17,Corridor_4x4_lag643,1515,256.7391,255.7214,254.7432,254.5228,254.7087,254.5254,255.5345,257.9634,1.4214,-0.4766
2024,7,18,Vecchia_mm20,1519,258.9222,257.9369,256.8254,256.5194,256.1217,255.7155,255.9601,258.1604,1.6121,-0.2815
2024,7,18,Debiased_Whittle,1519,258.9354,257.9677,256.8263,256.5063,256.0944,255.6795,255.9116,258.0931,1.5974,-0.3218
2024,7,18,Corridor_4x4_lag643,1519,258.9344,257.9510,256.8233,256.4933,256.0765,255.6660,255.9054,258.1061,1.6004,-0.3082
2024,7,19,Vecchia_mm20,1521,256.1026,255.7405,254.8030,254.1672,253.6941,254.7096,255.1922,257.5551,0.9401,0.0807
2024,7,19,Debiased_Whittle,1521,256.1149,255.7316,254.7550,254.0768,253.5813,254.5861,255.0917,257.4651,0.9173,0.0882
2024,7,19,Corridor_4x4_lag643,1521,256.1158,255.7351,254.7624,254.0875,253.5934,254.6032,255.1018,257.4788,0.9212,0.0879
2024,7,20,Vecchia_mm20,1522,256.8188,256.8585,256.4201,256.4086,256.7079,257.5528,257.9534,259.9237,1.3104,0.1921
2024,7,20,Debiased_Whittle,1522,256.8148,256.8285,256.3893,256.4336,256.7922,257.6399,258.0113,259.9628,1.3219,0.1898
2024,7,20,Corridor_4x4_lag643,1522,256.7952,256.8094,256.3632,256.3711,256.6980,257.5519,257.9576,259.9370,1.3285,0.1896
2024,7,21,Vecchia_mm20,1515,259.8147,259.1515,258.5149,258.1741,258.3995,259.1981,258.3689,260.5017,1.1695,-0.2530
2024,7,21,Debiased_Whittle,1515,259.9032,259.2522,258.5976,258.2440,258.4518,259.2534,258.3957,260.5073,1.1128,-0.3022
2024,7,21,Corridor_4x4_lag643,1515,259.8821,259.2296,258.5822,258.2362,258.4459,259.2419,258.3909,260.5054,1.1214,-0.2947
2024,7,22,Vecchia_mm20,1523,258.5557,258.2015,257.0709,256.8509,257.3018,258.9219,258.5024,260.9680,0.9183,-0.0977
2024,7,22,Debiased_Whittle,1523,258.6361,258.2883,257.1437,256.8915,257.3643,258.9732,258.5535,261.0098,0.7671,-0.0480
2024,7,22,Corridor_4x4_lag643,1523,258.6343,258.2853,257.1430,256.9002,257.3620,258.9711,258.5464,261.0034,0.7822,-0.0495
2024,7,23,Vecchia_mm20,1487,263.1453,262.7175,262.0866,262.1138,261.7547,262.2918,262.9016,265.1546,1.5735,-0.2671
2024,7,23,Debiased_Whittle,1487,263.1619,262.7231,262.0337,262.0716,261.6984,262.2558,262.8688,265.1258,1.6319,-0.3070
2024,7,23,Corridor_4x4_lag643,1487,263.1566,262.7192,262.0386,262.0794,261.7106,262.2677,262.8781,265.1308,1.6294,-0.3030
2024,7,24,Vecchia_mm20,1481,264.9373,264.5526,263.3443,263.0116,263.2393,264.1818,263.0628,264.6448,0.6265,0.4153
2024,7,24,Debiased_Whittle,1481,265.0704,264.7068,263.4611,263.1129,263.3067,264.2630,263.1371,264.7001,0.5911,0.4784
2024,7,24,Corridor_4x4_lag643,1481,265.0525,264.6708,263.4421,263.0982,263.3124,264.2542,263.1309,264.7047,0.5963,0.4657
2024,7,25,Vecchia_mm20,1523,262.2297,261.9715,261.3575,260.7605,261.1261,263.2404,262.9522,264.8658,1.5217,0.6046
2024,7,25,Debiased_Whittle,1523,262.2958,262.0679,261.4776,260.8521,261.1762,263.2659,262.9478,264.8475,1.4910,0.6424
2024,7,25,Corridor_4x4_lag643,1523,262.3106,262.0462,261.4245,260.8150,261.1585,263.2514,262.9495,264.8517,1.4940,0.6427
2024,7,26,Vecchia_mm20,1528,259.9667,259.5123,258.4440,258.8103,258.7541,260.5179,259.7560,261.3785,1.3880,0.1053
2024,7,26,Debiased_Whittle,1528,259.9815,259.5415,258.4668,258.8274,258.7617,260.5389,259.7792,261.3989,1.3616,0.1244
2024,7,26,Corridor_4x4_lag643,1528,259.9777,259.5325,258.4622,258.8211,258.7569,260.5304,259.7732,261.3998,1.3650,0.1212
2024,7,27,Vecchia_mm20,1529,258.2202,257.2090,256.4201,255.9481,256.2209,256.0748,256.3911,258.2496,1.3704,0.0406
2024,7,27,Debiased_Whittle,1529,258.2288,257.2066,256.4152,255.9278,256.2025,256.0268,256.3419,258.2120,1.3784,0.0514
2024,7,27,Corridor_4x4_lag643,1529,258.2076,257.1883,256.3909,255.9121,256.1788,256.0290,256.3481,258.2127,1.3673,0.0525
2024,7,28,Vecchia_mm20,1521,257.2854,257.1925,256.4148,256.4268,256.7395,258.0987,258.5624,260.1639,1.3997,-0.1344
2024,7,28,Debiased_Whittle,1521,257.1898,257.0653,256.2345,256.2266,256.5381,257.9044,258.3790,259.9976,1.4585,-0.1269
2024,7,28,Corridor_4x4_lag643,1521,257.2090,257.0937,256.2853,256.2830,256.5935,257.9567,258.4234,260.0345,1.4409,-0.1296
2025,7,1,Vecchia_mm20,1424,242.1581,242.1868,242.1868,242.5554,242.5594,243.1640,243.2523,244.1221,1.3186,0.2458
2025,7,1,Debiased_Whittle,1424,242.1503,242.1611,242.1813,242.6149,242.5891,243.1788,243.2536,244.1172,1.2485,0.2916
2025,7,1,Corridor_4x4_lag643,1424,242.1578,242.1850,242.1865,242.5981,242.5965,243.1873,243.2646,244.1201,1.2622,0.2828
2025,7,2,Vecchia_mm20,1330,242.7038,242.6859,243.2262,243.2991,243.8105,243.9419,244.1074,245.6398,0.8479,-0.1573
2025,7,2,Debiased_Whittle,1330,242.7704,242.8226,243.3683,243.4886,243.9934,244.0959,244.2187,245.6938,0.8574,-0.2377
2025,7,2,Corridor_4x4_lag643,1330,242.7787,242.8167,243.3705,243.4588,243.9680,244.0721,244.2015,245.6902,0.8587,-0.2191
2025,7,3,Vecchia_mm20,1515,240.6109,240.4264,239.5556,238.6447,239.4861,238.9584,239.3361,240.6466,0.6048,-0.0693
2025,7,3,Debiased_Whittle,1515,240.7207,240.5715,239.7549,238.8007,239.6066,239.0286,239.3910,240.6836,0.5718,-0.1348
2025,7,3,Corridor_4x4_lag643,1515,240.7148,240.5629,239.7329,238.7879,239.5980,239.0259,239.3850,240.6809,0.5737,-0.1250
2025,7,4,Vecchia_mm20,1497,235.4987,235.4954,234.7122,234.8555,235.5265,235.7168,237.4336,239.8102,0.9501,-0.3029
2025,7,4,Debiased_Whittle,1497,235.4949,235.4898,234.7101,234.8540,235.5167,235.7009,237.4119,239.7855,0.9323,-0.3198
2025,7,4,Corridor_4x4_lag643,1497,235.4958,235.4920,234.7104,234.8531,235.5181,235.7037,237.4177,239.7926,0.9360,-0.3162
2025,7,5,Vecchia_mm20,1490,243.6523,242.4004,240.7051,240.5244,240.1332,240.5871,241.7374,243.1926,0.5128,-0.0084
2025,7,5,Debiased_Whittle,1490,243.6092,242.3038,240.5837,240.4178,240.0261,240.4751,241.6480,243.1551,0.5482,0.0198
2025,7,5,Corridor_4x4_lag643,1490,243.6077,242.3189,240.5950,240.4324,240.0375,240.4856,241.6572,243.1484,0.5357,0.0133
2025,7,6,Vecchia_mm20,1467,242.8383,241.6906,241.2332,240.4686,240.4532,240.9009,241.5129,243.6561,1.3428,-0.0403
2025,7,6,Debiased_Whittle,1467,242.7951,241.6227,241.1574,240.4204,240.3841,240.8039,241.4419,243.5990,1.4321,-0.0874
2025,7,6,Corridor_4x4_lag643,1467,242.8040,241.6407,241.1781,240.4333,240.4033,240.8345,241.4600,243.6126,1.4193,-0.0811
2025,7,7,Vecchia_mm20,1365,244.3591,244.2486,244.1727,243.9169,244.0539,243.3652,244.0900,244.9559,0.8951,0.0098
2025,7,7,Debiased_Whittle,1365,244.4532,244.2992,244.1974,243.9408,244.1499,243.4792,244.2264,245.1060,0.9250,0.0167
2025,7,7,Corridor_4x4_lag643,1365,244.4630,244.3524,244.2719,244.0079,244.1754,243.4867,244.2260,245.0875,0.9150,0.0239
2025,7,8,Vecchia_mm20,1513,242.8394,242.8186,241.7299,241.9574,241.7632,242.1580,242.8030,244.3837,1.2747,-0.0302
2025,7,8,Debiased_Whittle,1513,242.7632,242.7271,241.6191,241.8225,241.5712,241.9705,242.6394,244.2596,1.2752,-0.0526
2025,7,8,Corridor_4x4_lag643,1513,242.7555,242.7264,241.6257,241.8313,241.5897,241.9827,242.6490,244.2615,1.2818,-0.0541
2025,7,9,Vecchia_mm20,1458,243.4065,243.5423,242.7156,243.2525,243.9459,244.2802,244.2098,245.1264,1.5697,0.4865
2025,7,9,Debiased_Whittle,1458,243.4261,243.4760,242.5808,243.0659,243.6738,244.0042,243.9677,244.9590,1.4966,0.5150
2025,7,9,Corridor_4x4_lag643,1458,243.4189,243.5319,242.6738,243.1625,243.8122,244.1269,244.0487,244.9688,1.5260,0.5156
2025,7,10,Vecchia_mm20,1461,242.8035,242.6731,242.6641,242.2205,243.4568,244.5040,244.7206,245.9158,1.1838,0.0701
2025,7,10,Debiased_Whittle,1461,242.4922,242.3568,242.3104,241.8492,243.0691,244.1477,244.4111,245.6406,1.1755,0.0975
2025,7,10,Corridor_4x4_lag643,1461,242.5572,242.4197,242.3898,241.9350,243.1647,244.2433,244.4882,245.7102,1.1648,0.0878
2025,7,11,Vecchia_mm20,1432,248.0932,247.2762,247.0401,246.5501,246.3407,246.2784,246.1853,247.0862,1.4364,-0.4035
2025,7,11,Debiased_Whittle,1432,248.2362,247.3679,247.0960,246.6700,246.4843,246.4464,246.3649,247.2602,1.5659,-0.4667
2025,7,11,Corridor_4x4_lag643,1432,248.2289,247.3793,247.1294,246.6674,246.4656,246.4107,246.3185,247.2161,1.5251,-0.4398
2025,7,12,Vecchia_mm20,1500,246.4457,245.5867,244.7485,244.1024,244.7291,245.7775,246.4953,247.5334,1.3286,0.2954
2025,7,12,Debiased_Whittle,1500,246.3728,245.5363,244.7418,244.1586,244.8119,245.8280,246.5484,247.5231,1.2900,0.3780
2025,7,12,Corridor_4x4_lag643,1500,246.3978,245.5620,244.7587,244.1651,244.8015,245.8182,246.5274,247.5118,1.2928,0.3750
2025,7,13,Vecchia_mm20,1468,244.1267,244.3147,243.8433,243.8854,244.2831,244.6025,245.6400,247.6809,0.6404,0.1011
2025,7,13,Debiased_Whittle,1468,243.9086,244.0648,243.5447,243.5823,243.9959,244.2138,245.2322,247.3449,0.6410,0.1354
2025,7,13,Corridor_4x4_lag643,1468,244.0092,244.1836,243.6942,243.7290,244.1192,244.3963,245.4203,247.4875,0.6247,0.1236
2025,7,14,Vecchia_mm20,1357,245.9193,245.1499,244.2216,244.1929,244.4706,245.1353,246.1446,247.6302,0.4667,0.2916
2025,7,14,Debiased_Whittle,1357,245.9565,245.1581,244.1748,244.1896,244.5459,245.2438,246.2482,247.7804,0.3791,0.3883
2025,7,14,Corridor_4x4_lag643,1357,245.9622,245.2078,244.2668,244.2550,244.5669,245.2634,246.2689,247.7393,0.3892,0.3824
2025,7,15,Vecchia_mm20,1415,244.0743,243.8507,243.3129,241.9106,241.7984,241.5142,242.0901,244.2323,1.7448,-0.1194
2025,7,15,Debiased_Whittle,1415,244.1931,243.9643,243.4219,241.8926,241.7385,241.3761,241.9288,244.1346,1.7549,-0.1254
2025,7,15,Corridor_4x4_lag643,1415,244.1326,243.9022,243.3419,241.8945,241.7560,241.4377,242.0094,244.1617,1.7646,-0.1208
2025,7,16,Vecchia_mm20,1457,242.7045,241.2943,240.9294,240.7731,240.4692,240.3858,240.2313,240.9910,0.7506,-0.0499
2025,7,16,Debiased_Whittle,1457,242.6615,241.1609,240.7805,240.6186,240.2439,240.2362,240.0944,240.8558,0.7402,-0.0702
2025,7,16,Corridor_4x4_lag643,1457,242.6811,241.2341,240.8629,240.7046,240.3758,240.3166,240.1647,240.9226,0.7455,-0.0604
2025,7,17,Vecchia_mm20,1508,242.1814,241.1665,240.1391,239.3153,239.4717,239.8331,239.5289,241.3898,1.6234,-0.0499
2025,7,17,Debiased_Whittle,1508,242.0966,241.0568,240.0214,239.1797,239.3332,239.7119,239.4384,241.3099,1.5579,-0.0384
2025,7,17,Corridor_4x4_lag643,1508,242.1061,241.0831,240.0431,239.2088,239.3605,239.7340,239.4401,241.3091,1.5724,-0.0436
2025,7,18,Vecchia_mm20,1520,241.5638,241.1982,240.5503,239.9917,239.9218,239.7414,239.7716,241.6459,0.3386,0.1946
2025,7,18,Debiased_Whittle,1520,241.6819,241.3271,240.6802,240.1121,240.0141,239.7922,239.7851,241.6372,0.2423,0.2295
2025,7,18,Corridor_4x4_lag643,1520,241.6862,241.3263,240.6764,240.1059,240.0075,239.7872,239.7789,241.6276,0.2482,0.2328
2025,7,19,Vecchia_mm20,1513,240.1507,240.0959,238.6533,237.7756,238.0971,239.3369,238.8712,240.9592,1.0349,0.2485
2025,7,19,Debiased_Whittle,1513,240.0529,239.9894,238.5444,237.6385,237.9719,239.2061,238.7869,240.8988,1.0073,0.3104
2025,7,19,Corridor_4x4_lag643,1513,240.0360,239.9779,238.5415,237.6521,237.9894,239.2246,238.7981,240.9079,1.0024,0.3064
2025,7,20,Vecchia_mm20,1519,238.6117,238.7162,237.8648,236.0355,236.0092,237.1461,236.8177,239.2647,1.6285,0.2060
2025,7,20,Debiased_Whittle,1519,238.6196,238.7134,237.8459,235.9889,235.9309,237.0495,236.7072,239.1481,1.6286,0.2286
2025,7,20,Corridor_4x4_lag643,1519,238.6190,238.7124,237.8458,235.9905,235.9317,237.0520,236.7117,239.1524,1.6305,0.2316
2025,7,21,Vecchia_mm20,1490,239.9042,239.3719,238.6371,238.0952,239.3376,240.2113,240.1841,242.5821,1.4381,-0.1753
2025,7,21,Debiased_Whittle,1490,239.8960,239.3553,238.6263,238.0865,239.3251,240.1966,240.1692,242.5684,1.4209,-0.1681
2025,7,21,Corridor_4x4_lag643,1490,239.8979,239.3588,238.6289,238.0887,239.3275,240.2030,240.1725,242.5706,1.4245,-0.1694
2025,7,22,Vecchia_mm20,1521,242.9319,242.4950,241.3006,240.6540,240.6140,240.9369,241.7020,244.1976,1.3543,-0.3045
2025,7,22,Debiased_Whittle,1521,242.9465,242.5177,241.3204,240.6696,240.6251,240.9402,241.7013,244.1945,1.3973,-0.3017
2025,7,22,Corridor_4x4_lag643,1521,242.9453,242.5157,241.3185,240.6689,240.6238,240.9394,241.7014,244.1956,1.3924,-0.3024
2025,7,23,Vecchia_mm20,1522,242.8175,242.4565,241.5551,241.2214,241.3755,241.4572,241.8668,244.1832,1.4392,-0.1758
2025,7,23,Debiased_Whittle,1522,242.8306,242.4625,241.5690,241.2317,241.3849,241.4599,241.8663,244.1693,1.4594,-0.1858
2025,7,23,Corridor_4x4_lag643,1522,242.8298,242.4634,241.5677,241.2311,241.3846,241.4607,241.8673,244.1730,1.4561,-0.1846
2025,7,24,Vecchia_mm20,1332,239.6784,239.4189,238.9903,239.8910,240.8092,241.2605,243.7823,0.9573,0.0833,
2025,7,24,Debiased_Whittle,1332,239.6598,239.4005,238.9731,239.8726,240.7886,241.2411,243.7674,0.9551,0.0825,
2025,7,24,Corridor_4x4_lag643,1332,239.6648,239.4060,238.9782,239.8775,240.7941,241.2452,243.7704,0.9546,0.0834,
2025,7,25,Vecchia_mm20,1525,238.4602,238.1577,237.3547,237.2130,237.2246,238.1563,238.8809,241.5275,0.9773,-0.1510
2025,7,25,Debiased_Whittle,1525,238.3957,238.0936,237.2907,237.1506,237.1651,238.1024,238.8264,241.4805,0.9652,-0.1791
2025,7,25,Corridor_4x4_lag643,1525,238.4101,238.1079,237.3077,237.1680,237.1836,238.1166,238.8409,241.4904,0.9728,-0.1792
2025,7,26,Vecchia_mm20,1483,240.3411,240.6383,239.8589,239.8694,239.8688,241.8002,241.8459,243.9449,0.4357,0.4389
2025,7,26,Debiased_Whittle,1483,240.2447,240.6879,239.9288,239.8904,239.9053,241.8083,241.8383,244.0520,0.3617,0.4917
2025,7,26,Corridor_4x4_lag643,1483,240.2964,240.5874,239.8054,239.8303,239.8486,241.8055,241.8753,243.9884,0.3907,0.4932
2025,7,27,Vecchia_mm20,1489,242.2985,242.0431,241.8697,242.3439,243.4525,244.2610,243.3831,245.0024,0.5153,0.0759
2025,7,27,Debiased_Whittle,1489,242.3887,242.1425,241.9304,242.4147,243.5323,244.3331,243.4152,245.0059,0.5886,0.0598
2025,7,27,Corridor_4x4_lag643,1489,242.3639,242.1140,241.9145,242.3993,243.5146,244.3221,243.4119,245.0075,0.5676,0.0643
2025,7,28,Vecchia_mm20,1514,240.9130,240.1454,239.5619,239.9047,239.6101,240.4834,240.1323,241.5876,1.2281,0.1179
2025,7,28,Debiased_Whittle,1514,240.9624,240.2071,239.6104,239.9527,239.6376,240.5201,240.1722,241.6107,1.1730,0.1009
2025,7,28,Corridor_4x4_lag643,1514,240.9762,240.2151,239.6215,239.9569,239.6457,240.5229,240.1708,241.6116,1.1694,0.1059
