dataset_id,truth_id,speed_label,direction,replicate,nuisance_scenario,method,true_sigmasq,true_range_lat,true_range_lon,true_range_time,true_advec_lat,true_advec_lon,true_nugget,status,seed_lat,seed_lon,seed_total_s,seed_closure_calls,own_initial_nll,own_final_nll,own_nll_decrease,common_eval_nll,final_precompute_s,final_fit_s,final_total_s,end_to_end_s,final_closure_calls,optimizer_n_iter,optimizer_func_evals,final_grad_inf,converged_grad,hit_iteration_budget,hit_evaluation_budget,finite_fit,loss_history,est_sigmasq,est_range_lat,est_range_lon,est_range_time,est_advec_lat,est_advec_lon,est_nugget,final_rmsre_7param,final_positive_log_rmse,final_standardized_rmse_7param,final_seed_error_euclid,final_seed_angle_error_deg,final_seed_norm,final_true_advec_norm,final_seed_norm_abs_error,final_correct_quadrant,common_nll_regret
slow_NE_rep00,slow_NE,slow,NE,0,short_time_high_nugget,S4_iterative_corridor,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,0.1000000000,1.0000000000,ok,0.0292443927,0.0932155512,2.5957019591,6,1.1327349832,1.1204653585,0.0122696247,1.1204653585,0.0949612920,4.7157694170,4.8107307090,7.4064326681,12,9,12,0.0241297418,False,False,True,True,"[1.1327349831930473, 1.1318860124034311, 1.1293504012519002, 1.1284597680538715, 1.1266270450630826, 1.1311839689336052, 1.1260424666501305, 1.1247196005060516, 1.1226939621729581, 1.1231607961229968, 1.1216652796667137, 1.1204653585068327]",10.7474599810,0.1863971240,0.3358279443,2.1396879258,0.0445442077,0.1053805878,0.7368930453,0.1278281578,0.1553440848,0.1335957831,0.0070427657,1.1122941433,0.1144082809,0.1077032961,0.0067049847,True,0.0018940929
slow_NE_rep00,slow_NE,slow,NE,0,short_time_high_nugget,M0_zero,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,0.1000000000,1.0000000000,ok,0.0000000000,0.0000000000,0.0000000000,0,1.1343045565,1.1233626206,0.0109419358,1.1209970866,0.0362487500,4.7536771250,4.7899258750,4.7899258750,12,9,12,0.0182518334,False,False,True,True,"[1.134304556476057, 1.1331596959654195, 1.1303893698439622, 1.129638531364461, 1.1281834731232618, 1.1283497106209337, 1.1274836243597575, 1.1271063339958214, 1.1261631075096779, 1.124188623425105, 1.1252093367534528, 1.123362620629101]",10.2329482969,0.1747506288,0.3062618379,1.9025349316,0.0433120595,0.0771078594,0.6659637233,0.1648084523,0.1933520607,0.1824623237,0.0231304959,7.5218373412,0.0884395640,0.1077032961,0.0192637322,True,0.0024258211
slow_NE_rep00,slow_NE,slow,NE,0,long_time_low_nugget,S1_fixed_stencil,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,0.1000000000,1.0000000000,ok,0.2124546729,0.0354737628,0.1658060410,11,1.2072812062,1.1350864865,0.0721947197,1.1351675762,0.0987491660,4.4509356670,4.5496848330,4.7154908741,12,10,12,0.0054009375,False,False,True,True,"[1.2072812061837224, 1.1554014768849783, 1.1451105312960117, 1.1393511106120326, 1.1380425407530141, 1.1374883859791247, 1.1367903074641885, 1.1365943656916437, 1.1360462450484716, 1.1361157382228653, 1.1354642944991178, 1.1350864864580674]",8.4501683353,0.1600526866,0.2495888496,2.8171428597,-0.3598005353,0.5898870608,0.9368793292,4.2115876133,0.2160823312,2.2265137423,0.6323209631,53.1824363384,0.6909581534,0.1077032961,0.5832548572,False,0.0157532583
slow_NE_rep00,slow_NE,slow,NE,0,long_time_low_nugget,S2_pairwise_polar,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,0.1000000000,1.0000000000,ok,0.0199116986,0.0826040227,0.0137341670,5,1.1442542055,1.1223081579,0.0219460477,1.1223189967,0.0952116250,4.2658302500,4.3610418750,4.3747760421,12,10,12,0.0467092429,False,False,True,True,"[1.1442542055455496, 1.1565409275844074, 1.1422404194595157, 1.13857707441809, 1.1381506500066592, 1.1354441535757682, 1.1332319830108544, 1.1299251210549586, 1.1282943573392763, 1.126801163281628, 1.1241385447084813, 1.1223081578698206]",10.1171613067,0.1666822469,0.2186655600,2.1261793812,0.0488701842,0.0899951687,0.5021302027,0.2427319901,0.3497628518,0.2993044453,0.0133707448,6.7019312212,0.1024081310,0.1077032961,0.0052951651,True,0.0029046788
slow_NE_rep00,slow_NE,slow,NE,0,long_time_low_nugget,S3_fft_gated,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,0.1000000000,1.0000000000,ok,0.0220000000,0.0945000000,0.0101122090,1,1.1426570975,1.1212494086,0.0214076890,1.1212494086,0.0957015420,4.3945711670,4.4902727091,4.5003849181,12,10,12,0.0176541052,False,False,True,True,"[1.142657097529465, 1.1629984991829987, 1.1399213287996008, 1.138612790192501, 1.1381592095476631, 1.135320959275333, 1.1330624318055915, 1.1296691069424982, 1.1271763197047515, 1.1254569954744476, 1.122606782172303, 1.1212494085597997]",9.9807387497,0.1660199623,0.2165018984,1.9831246295,0.0428671068,0.1004903134,0.5102197353,0.2240705684,0.3446615316,0.2914709562,0.0029087298,1.3006917221,0.1092515077,0.1077032961,0.0015482116,True,0.0018350907
slow_NE_rep00,slow_NE,slow,NE,0,long_time_low_nugget,S4_iterative_corridor,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,0.1000000000,1.0000000000,ok,0.0471212068,0.1125180535,2.3785785011,6,1.1404040415,1.1195964488,0.0208075927,1.1194143179,0.0976750830,4.3183616670,4.4160367500,6.7946152510,12,9,12,0.0066808196,False,False,True,True,"[1.1404040415331864, 1.151393219863545, 1.1395415737745747, 1.139019123001457, 1.135160065264591, 1.1297963871700107, 1.1289608026774383, 1.1257436738425128, 1.1239131859115892, 1.122350835149244, 1.1211677363161874, 1.1195964488217534]",8.9527840474,0.1485350431,0.2028462861,1.6032790818,0.0380482437,0.1019741379,0.5499517066,0.2469006766,0.3633953657,0.3072796118,0.0027760715,1.3400295689,0.1088411395,0.1077032961,0.0011378433,True,0.0000000000
slow_NE_rep00,slow_NE,slow,NE,0,long_time_low_nugget,M0_zero,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,0.1000000000,1.0000000000,ok,0.0000000000,0.0000000000,0.0000000000,0,1.1680046403,1.1350069302,0.0329977101,1.1349612759,0.0370295420,4.2972177090,4.3342472510,4.3342472510,12,10,12,0.0026777087,False,False,True,True,"[1.1680046402719102, 1.1566849517096274, 1.1396339401034088, 1.1376626040181432, 1.1374885102254775, 1.1372523984493923, 1.136891214808703, 1.1363617193336837, 1.1367204893810245, 1.1358140769107186, 1.135495626574316, 1.1350069301569539]",8.6195560298,0.1678655640,0.2542507324,3.1997442229,0.3485232123,0.5063412430,0.9316445962,3.3044466737,0.2473723688,1.8026013545,0.5101958235,12.7388823151,0.6146949519,0.1077032961,0.5069916557,True,0.0155469580
slow_NE_rep00,slow_NE,slow,NE,0,long_time_low_nugget,M3_fft,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,0.1000000000,1.0000000000,ok,0.0440000000,0.1260000000,0.0030452920,0,1.1405245768,1.1217400125,0.0187845643,1.1209986493,0.0980620840,4.2748071250,4.3728692090,4.3759145010,12,10,12,0.0104329629,False,False,True,True,"[1.1405245768384573, 1.1503025880775315, 1.1393426457057902, 1.138375613778511, 1.1364150486354572, 1.132541882711849, 1.128902966264826, 1.1244770092148075, 1.1228357771664168, 1.1222050304774207, 1.1219990085935327, 1.1217400125324617]",9.9463304433,0.1647228932,0.2136905671,1.8486226871,0.0336104404,0.1057639261,0.5242117194,0.2314096408,0.3394429786,0.2884666954,0.0086051912,4.1718098939,0.1109759873,0.1077032961,0.0032726912,True,0.0015843314
slow_NW_rep00,slow_NW,slow,NW,0,oracle_start,M3_fft,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,-0.1000000000,1.0000000000,ok,0.0440000000,-0.1260000000,0.0039728340,0,1.1391302443,1.1384075141,0.0007227303,1.1378961336,0.1063025420,4.2860564580,4.3923589999,4.3963318339,12,10,12,0.0006336880,True,False,True,True,"[1.1391302443209836, 1.1393813607834113, 1.138602170550649, 1.1385050270268757, 1.138490878655306, 1.1384833591638526, 1.1384689708715827, 1.1384569664326292, 1.1384305204094636, 1.1384165131064188, 1.1384087951206785, 1.1384075140510757]",9.4604315429,0.1916221059,0.2837709615,1.9240431845,0.0391873150,-0.0991843806,1.0565870881,0.0426217570,0.0500594662,0.0425004782,0.0011513869,0.2426501820,0.1066451453,0.1077032961,0.0010581509,True,0.0000217846
slow_NW_rep00,slow_NW,slow,NW,0,oracle_start,S1_fixed_stencil,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,-0.1000000000,1.0000000000,ok,0.0491527494,-0.0965244748,0.0919390841,5,1.1379653834,1.1375914548,0.0003739286,1.1378873205,0.0927564160,4.2689128750,4.3616692910,4.4536083750,12,10,12,0.0005494809,True,False,True,True,"[1.1379653834272847, 1.1386526136891022, 1.1377500999066479, 1.1377349094357396, 1.1377168053026125, 1.1377045312610223, 1.1376845922533827, 1.1376597007321627, 1.137616767410283, 1.1375971161165084, 1.13759269329293, 1.1375914547816435]",9.4182117518,0.1907741786,0.2819240572,1.9579051763,0.0385429015,-0.1036305839,1.0539609773,0.0465110832,0.0507931367,0.0450698629,0.0039120680,1.3999364494,0.1105660580,0.1077032961,0.0028627619,True,0.0000129715
slow_NW_rep00,slow_NW,slow,NW,0,oracle_start,S2_pairwise_polar,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,-0.1000000000,1.0000000000,ok,0.0193540184,-0.1204556430,0.0179679170,5,1.1387850721,1.1378769234,0.0009081486,1.1378769234,0.0965196250,4.4141567500,4.5106763750,4.5286442920,12,10,12,0.0006677902,True,False,True,True,"[1.1387850720889388, 1.140109982488763, 1.1380736354489223, 1.1380072599664623, 1.1379834993385303, 1.1379758112738292, 1.137957398286083, 1.13794096526287, 1.1378980524345526, 1.137882322041833, 1.1378783720512538, 1.137876923440415]",9.2978018694,0.1881867499,0.2784192585,1.9047000303,0.0390852298,-0.1031431135,1.0540411944,0.0538467334,0.0628244536,0.0543248827,0.0032735252,1.0476206830,0.1103003040,0.1077032961,0.0025970079,True,0.0000025744
slow_NW_rep00,slow_NW,slow,NW,0,oracle_start,S3_fft_gated,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,-0.1000000000,1.0000000000,ok,0.0220000000,-0.1199000413,0.0156896260,4,1.1386321988,1.1378781147,0.0007540841,1.1378781147,0.0968929170,4.3192055000,4.4160984170,4.4317880430,12,10,12,0.0006649732,True,False,True,True,"[1.1386321988123127, 1.1396300275215743, 1.1380656204772868, 1.1380050150503351, 1.1379837341902406, 1.1379757943824655, 1.137957870998679, 1.1379415006457738, 1.1378993794535213, 1.137883987828358, 1.1378795098428396, 1.1378781147176058]",9.3125325588,0.1886071081,0.2792713489,1.9095425236,0.0391004057,-0.1032569388,1.0558053004,0.0527415289,0.0612049945,0.0530693266,0.0033788933,1.0611870604,0.1104121240,0.1077032961,0.0027088279,True,0.0000037657
slow_NW_rep00,slow_NW,slow,NW,0,oracle_start,S4_iterative_corridor,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,-0.1000000000,1.0000000000,ok,0.0392117696,-0.1057215261,2.5534618760,6,1.1380165591,1.1378743490,0.0001422101,1.1378743490,0.0929552500,4.3928420840,4.4857973340,7.0392592100,12,11,12,0.0007431660,True,False,True,True,"[1.1380165591181046, 1.1379955775162371, 1.1379823673439724, 1.1379675130711637, 1.1379561751731173, 1.1379492145302186, 1.1379216333800086, 1.1378938020317222, 1.1378815868434067, 1.1378790877104068, 1.1378780740212835, 1.137874349004453]",9.2879288488,0.1873174752,0.2765736579,1.8930781674,0.0389871037,-0.1026143461,1.0443541143,0.0552130699,0.0652093757,0.0559833719,0.0028037055,0.9977156580,0.1097711177,0.1077032961,0.0020678216,True,0.0000000000
slow_NW_rep00,slow_NW,slow,NW,0,oracle_start,M0_zero,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,-0.1000000000,1.0000000000,ok,0.0000000000,0.0000000000,0.0000000000,0,1.1482153484,1.1401959551,0.0080193933,1.1378969646,0.0360784580,4.3617122090,4.3977906670,4.3977906670,12,11,12,0.0013227361,False,False,True,True,"[1.1482153484314648, 1.1427528254379675, 1.14044303140523, 1.1403479182429912, 1.1403427111408804, 1.1403204504638524, 1.1402888186084221, 1.140243181265245, 1.1402316369654355, 1.140201064573648, 1.1401985717023033, 1.140195955082125]",9.3111457473,0.1885087927,0.2789703911,1.9310675448,0.0411416406,-0.0998853024,1.0606246043,0.0516020400,0.0609456964,0.0516656570,0.0011473878,0.5848062267,0.1080264237,0.1077032961,0.0003231276,True,0.0000226156
slow_NW_rep00,slow_NW,slow,NW,0,short_time_high_nugget,S1_fixed_stencil,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,-0.1000000000,1.0000000000,ok,0.0303593339,-0.1650975875,0.0865485840,5,1.1548131817,1.1416490069,0.0131641748,1.1411587461,0.0970630410,4.3770900000,4.4741530410,4.5607016250,12,9,12,0.0125168921,False,False,True,True,"[1.154813181705201, 1.153013897274786, 1.1497380097624579, 1.149081369986111, 1.147595395277468, 1.1483675621657585, 1.147070679990735, 1.1460501974695405, 1.1440842875292117, 1.1419856387908185, 1.1421026021937497, 1.141649006867479]",12.7459647560,0.1977529975,0.3198025556,2.1429289195,0.0418981688,-0.0988800490,0.5708365138,0.1969598848,0.2764700768,0.2337878320,0.0022039363,1.1622864351,0.1073905053,0.1077032961,0.0003127908,True,0.0023815634
slow_NW_rep00,slow_NW,slow,NW,0,short_time_high_nugget,S2_pairwise_polar,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,-0.1000000000,1.0000000000,ok,-0.0031329221,-0.2272635364,0.0182525420,5,1.1564958966,1.1446879506,0.0118079459,1.1411328805,0.0964363750,4.2251113330,4.3215477080,4.3398002500,12,9,12,0.0075297798,False,False,True,True,"[1.156495896554883, 1.1545206544770759, 1.1506847370932995, 1.1500431434321545, 1.1488257304215652, 1.14925886185558, 1.1484407044351688, 1.1478171967007385, 1.1468462651932636, 1.1452056416111671, 1.1561977735804847, 1.1446879506120504]",11.2543452657,0.1934394007,0.2973987611,1.6347762976,0.0376211020,-0.0937728061,0.6985737301,0.1456535473,0.1920872376,0.1640201725,0.0066661158,0.0589586691,0.1010380447,0.1077032961,0.0066652515,True,0.0023556977
slow_NW_rep00,slow_NW,slow,NW,0,short_time_high_nugget,S3_fft_gated,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,-0.1000000000,1.0000000000,ok,0.0220000000,-0.1575000000,0.0153057090,1,1.1547361917,1.1411864267,0.0135497650,1.1407269212,0.0976327080,4.5780715000,4.6757042080,4.6910099170,12,9,12,0.0076096452,False,False,True,True,"[1.1547361917058543, 1.1529625846991702, 1.1497389096755208, 1.1490813295823417, 1.1475582526832107, 1.1466375263241106, 1.1448717058966957, 1.1446263726170007, 1.1431531164582578, 1.1414624691279651, 1.1419003486971953, 1.1411864267052267]",12.4657307427,0.2012143607,0.3241669929,2.1323681970,0.0385817841,-0.0948379896,0.6273451138,0.1750502948,0.2349972714,0.1994954629,0.0053532876,0.3359582858,0.1023855377,0.1077032961,0.0053177584,True,0.0019497385
slow_NW_rep00,slow_NW,slow,NW,0,short_time_high_nugget,S4_iterative_corridor,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,-0.1000000000,1.0000000000,ok,0.0348759696,-0.1057667249,2.4361960839,6,1.1541859303,1.1387771828,0.0154087475,1.1387771828,0.0939823750,4.7038862920,4.7978686670,7.2340647509,13,10,13,0.0373692589,False,False,True,True,"[1.1541859302907191, 1.1525531095265646, 1.1495975047403868, 1.148930733951423, 1.1473655153338678, 1.1457262245849036, 1.1419208577711515, 1.1437583479154607, 1.1402658246699469, 1.139987122819083, 1.139564468766068, 1.1488489374749526, 1.1387771827665518]",10.0591267570,0.1947579794,0.2965906408,1.9487542394,0.0385406062,-0.1279855234,0.9216055154,0.1116777282,0.0405199473,0.1041354026,0.0280235499,5.0426517408,0.1336625322,0.1077032961,0.0259592361,True,0.0000000000
slow_NW_rep00,slow_NW,slow,NW,0,short_time_high_nugget,M0_zero,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,-0.1000000000,1.0000000000,ok,0.0000000000,0.0000000000,0.0000000000,0,1.1563478402,1.1435124561,0.0128353841,1.1412410202,0.0371885000,4.2983139170,4.3355024169,4.3355024169,12,9,12,0.0073925154,False,False,True,True,"[1.1563478401922929, 1.1542405696933036, 1.15061573092031, 1.1500000994464248, 1.1486582083500694, 1.149048465831522, 1.1481776168741906, 1.1475528996857367, 1.1464049614516472, 1.1440629592986995, 1.1821951731350162, 1.1435124561246497]",11.3204333178,0.1874112816,0.2925562096,1.6503868301,0.0395278979,-0.1021374342,0.6487356762,0.1588139676,0.2210935759,0.1870160067,0.0021889507,0.6446251589,0.1095194511,0.1077032961,0.0018161550,True,0.0024638375
slow_NW_rep00,slow_NW,slow,NW,0,short_time_high_nugget,M3_fft,10.0000000000,0.2000000000,0.3000000000,2.0000000000,0.0400000000,-0.1000000000,1.0000000000,ok,0.0440000000,-0.1260000000,0.0039728340,0,1.1544455751,1.1420331230,0.0124124521,1.1415906578,0.0971564170,4.2572877920,4.3544442090,4.3584170430,12,9,12,0.0098355223,False,False,True,True,"[1.1544455750931635, 1.1527550651828407, 1.1497353746188292, 1.1490720024217969, 1.1476527267538146, 1.1479246026630066, 1.1470245016086025, 1.146081744975799, 1.1444878873062378, 1.1424579276499538, 1.1466569819551806, 1.1420331229748557]",13.1322626988,0.2026628294,0.3283862575,2.1336429847,0.0411777162,-0.0917921131,0.5621942835,0.2107753889,0.2892927322,0.2462225191,0.0082919492,2.3594774871,0.1006051507,0.1077032961,0.0070981454,True,0.0028134751
