data_source,date,data_kind,dataset_id,method,parameter,truth,estimate,absolute_error,logratio_error
real_gems_tco,2024-07-22,real,real_20240722,shifted,range_lat,,0.1050,,
real_gems_tco,2024-07-22,real,real_20240722,shifted,range_lon,,0.1341,,
real_gems_tco,2024-07-22,real,real_20240722,shifted,range_time,,0.7110,,
real_gems_tco,2024-07-22,real,real_20240722,shifted,advec_lat,,0.0109,,
real_gems_tco,2024-07-22,real,real_20240722,shifted,advec_lon,,-0.0498,,
real_gems_tco,2024-07-22,real,real_20240722,shifted,nugget,,0.0000,,
real_gems_tco,2024-07-22,real,real_20240722,fixed,sigmasq,,9.4278,,
real_gems_tco,2024-07-22,real,real_20240722,fixed,range_lat,,0.1054,,
real_gems_tco,2024-07-22,real,real_20240722,fixed,range_lon,,0.1348,,
real_gems_tco,2024-07-22,real,real_20240722,fixed,range_time,,0.7030,,
real_gems_tco,2024-07-22,real,real_20240722,fixed,advec_lat,,0.0155,,
real_gems_tco,2024-07-22,real,real_20240722,fixed,advec_lon,,-0.0480,,
real_gems_tco,2024-07-22,real,real_20240722,fixed,nugget,,0.0000,,
real_gems_tco,2024-07-22,real,real_20240722,union,sigmasq,,9.3623,,
real_gems_tco,2024-07-22,real,real_20240722,union,range_lat,,0.1047,,
real_gems_tco,2024-07-22,real,real_20240722,union,range_lon,,0.1338,,
real_gems_tco,2024-07-22,real,real_20240722,union,range_time,,0.6840,,
real_gems_tco,2024-07-22,real,real_20240722,union,advec_lat,,0.0172,,
real_gems_tco,2024-07-22,real,real_20240722,union,advec_lon,,-0.1315,,
real_gems_tco,2024-07-22,real,real_20240722,union,nugget,,0.0000,,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,adapted,sigmasq,10.0000,9.3133,0.6867,-0.0711
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,adapted,range_lat,0.2000,0.1095,0.0905,-0.6023
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,adapted,range_lon,0.3000,0.1632,0.1368,-0.6089
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,adapted,range_time,2.0000,1.2521,0.7479,-0.4683
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,adapted,advec_lat,0.0800,0.0794,0.0006,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,adapted,advec_lon,-0.2000,-0.1952,0.0048,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,adapted,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,shifted,sigmasq,10.0000,9.3231,0.6769,-0.0701
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,shifted,range_lat,0.2000,0.1096,0.0904,-0.6011
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,shifted,range_lon,0.3000,0.1633,0.1367,-0.6079
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,shifted,range_time,2.0000,1.2544,0.7456,-0.4665
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,shifted,advec_lat,0.0800,0.0798,0.0002,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,shifted,advec_lon,-0.2000,-0.1957,0.0043,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,shifted,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,fixed,sigmasq,10.0000,9.6706,0.3294,-0.0335
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,fixed,range_lat,0.2000,0.1145,0.0855,-0.5579
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,fixed,range_lon,0.3000,0.1704,0.1296,-0.5656
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,fixed,range_time,2.0000,1.2680,0.7320,-0.4557
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,fixed,advec_lat,0.0800,0.0765,0.0035,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,fixed,advec_lon,-0.2000,-0.1705,0.0295,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,fixed,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,union,sigmasq,10.0000,9.2734,0.7266,-0.0754
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,union,range_lat,0.2000,0.1089,0.0911,-0.6075
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,union,range_lon,0.3000,0.1623,0.1377,-0.6141
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,union,range_time,2.0000,1.2478,0.7522,-0.4718
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,union,advec_lat,0.0800,0.0802,0.0002,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,union,advec_lon,-0.2000,-0.1934,0.0066,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-04,synthetic,synthetic_20230704,union,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,adapted,sigmasq,10.0000,8.8287,1.1713,-0.1246
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,adapted,range_lat,0.2000,0.1030,0.0970,-0.6639
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,adapted,range_lon,0.3000,0.1548,0.1452,-0.6615
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,adapted,range_time,2.0000,1.1942,0.8058,-0.5156
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,adapted,advec_lat,0.0800,0.0756,0.0044,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,adapted,advec_lon,-0.2000,-0.2012,0.0012,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,adapted,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,shifted,sigmasq,10.0000,8.8404,1.1596,-0.1233
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,shifted,range_lat,0.2000,0.1031,0.0969,-0.6625
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,shifted,range_lon,0.3000,0.1550,0.1450,-0.6602
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,shifted,range_time,2.0000,1.1977,0.8023,-0.5127
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,shifted,advec_lat,0.0800,0.0758,0.0042,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,shifted,advec_lon,-0.2000,-0.2009,0.0009,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,shifted,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,fixed,sigmasq,10.0000,9.1994,0.8006,-0.0834
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,fixed,range_lat,0.2000,0.1080,0.0920,-0.6158
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,fixed,range_lon,0.3000,0.1626,0.1374,-0.6124
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,fixed,range_time,2.0000,1.2127,0.7873,-0.5003
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,fixed,advec_lat,0.0800,0.0787,0.0013,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,fixed,advec_lon,-0.2000,-0.1769,0.0231,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,fixed,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,union,sigmasq,10.0000,8.8117,1.1883,-0.1265
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,union,range_lat,0.2000,0.1027,0.0973,-0.6665
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,union,range_lon,0.3000,0.1545,0.1455,-0.6636
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,union,range_time,2.0000,1.1950,0.8050,-0.5150
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,union,advec_lat,0.0800,0.0771,0.0029,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,union,advec_lon,-0.2000,-0.1986,0.0014,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2023-07-29,synthetic,synthetic_20230729,union,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,adapted,sigmasq,10.0000,8.7043,1.2957,-0.1388
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,adapted,range_lat,0.2000,0.1030,0.0970,-0.6635
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,adapted,range_lon,0.3000,0.1528,0.1472,-0.6747
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,adapted,range_time,2.0000,1.1590,0.8410,-0.5456
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,adapted,advec_lat,0.0800,0.0805,0.0005,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,adapted,advec_lon,-0.2000,-0.2034,0.0034,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,adapted,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,shifted,sigmasq,10.0000,8.7188,1.2812,-0.1371
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,shifted,range_lat,0.2000,0.1032,0.0968,-0.6617
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,shifted,range_lon,0.3000,0.1531,0.1469,-0.6728
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,shifted,range_time,2.0000,1.1640,0.8360,-0.5413
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,shifted,advec_lat,0.0800,0.0802,0.0002,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,shifted,advec_lon,-0.2000,-0.2029,0.0029,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,shifted,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,fixed,sigmasq,10.0000,9.0120,0.9880,-0.1040
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,fixed,range_lat,0.2000,0.1073,0.0927,-0.6227
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,fixed,range_lon,0.3000,0.1592,0.1408,-0.6335
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,fixed,range_time,2.0000,1.2077,0.7923,-0.5044
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,fixed,advec_lat,0.0800,0.0798,0.0002,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,fixed,advec_lon,-0.2000,-0.1846,0.0154,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,fixed,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,union,sigmasq,10.0000,8.6868,1.3132,-0.1408
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,union,range_lat,0.2000,0.1027,0.0973,-0.6661
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,union,range_lon,0.3000,0.1525,0.1475,-0.6766
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,union,range_time,2.0000,1.1604,0.8396,-0.5444
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,union,advec_lat,0.0800,0.0817,0.0017,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,union,advec_lon,-0.2000,-0.2006,0.0006,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-13,synthetic,synthetic_20240713,union,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,adapted,sigmasq,10.0000,8.7464,1.2536,-0.1339
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,adapted,range_lat,0.2000,0.1035,0.0965,-0.6584
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,adapted,range_lon,0.3000,0.1527,0.1473,-0.6751
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,adapted,range_time,2.0000,1.1629,0.8371,-0.5422
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,adapted,advec_lat,0.0800,0.0786,0.0014,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,adapted,advec_lon,-0.2000,-0.2008,0.0008,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,adapted,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,shifted,sigmasq,10.0000,8.7543,1.2457,-0.1330
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,shifted,range_lat,0.2000,0.1036,0.0964,-0.6574
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,shifted,range_lon,0.3000,0.1528,0.1472,-0.6744
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,shifted,range_time,2.0000,1.1672,0.8328,-0.5385
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,shifted,advec_lat,0.0800,0.0789,0.0011,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,shifted,advec_lon,-0.2000,-0.2002,0.0002,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,shifted,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,fixed,sigmasq,10.0000,9.0259,0.9741,-0.1025
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,fixed,range_lat,0.2000,0.1075,0.0925,-0.6212
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,fixed,range_lon,0.3000,0.1586,0.1414,-0.6372
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,fixed,range_time,2.0000,1.1409,0.8591,-0.5613
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,fixed,advec_lat,0.0800,0.0774,0.0026,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,fixed,advec_lon,-0.2000,-0.1768,0.0232,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,fixed,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,union,sigmasq,10.0000,8.7420,1.2580,-0.1344
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,union,range_lat,0.2000,0.1034,0.0966,-0.6593
