date,data_kind,data_source,dataset_id,row_type,n_datasets,method,method_label,smooth_fixed,hourly_slots,n_target_points,mean_target_points_per_hour,initializer,init_advec_lat,init_advec_lon,init_advection_error_grid_cells,native_nll_per_target,native_total_nll,delta_native_nll_per_target_vs_union,delta_native_total_nll_vs_union,fit_seconds,eigen_D,fit_sigmasq,fit_range_lat,fit_range_lon,fit_range_time,fit_advec_lat,fit_advec_lon,fit_nugget,true_sigmasq,true_range_lat,true_range_lon,true_range_time,true_advec_lat,true_advec_lon,true_nugget,fit_advection_error_grid_cells,combined_parameter_error
2023-07-29,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20230729,daily,1,shifted,shifted center,0.5000,8.0000,142982.0000,17872.7500,M3_masked_fft_plus_safeguarded_Q3,0.0751,-0.2047,0.1335,1.1333,162045.7669,0.0007,104.8821,159.1634,12.6801,8.8404,0.1031,0.1550,1.1977,0.0758,-0.2009,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0970,1.0781
2023-07-29,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20230729,daily,1,fixed,fixed center,0.5000,8.0000,142982.0000,17872.7500,M3_masked_fft_plus_safeguarded_Q3,0.0751,-0.2047,0.1335,1.1408,163109.5496,0.0082,1168.6648,181.2109,13.5372,9.1994,0.1080,0.1626,1.2127,0.0787,-0.1769,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.3673,1.0707
2023-07-29,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20230729,daily,1,union,three-way union,0.5000,8.0000,142982.0000,17872.7500,M3_masked_fft_plus_safeguarded_Q3,0.0751,-0.2047,0.1335,1.1326,161940.8848,0.0000,0.0000,726.7060,12.6310,8.8117,0.1027,0.1545,1.1950,0.0771,-0.1986,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0685,1.0819
2024-07-13,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20240713,daily,1,adapted,adapted corridor,0.5000,8.0000,139738.0000,17467.2500,M3_masked_fft_plus_safeguarded_Q3,0.0825,-0.2042,0.0875,1.1312,158068.2288,0.0009,124.8849,189.6881,12.8539,8.7043,0.1030,0.1528,1.1590,0.0805,-0.2034,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0554,1.1025
2024-07-13,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20240713,daily,1,shifted,shifted center,0.5000,8.0000,139738.0000,17467.2500,M3_masked_fft_plus_safeguarded_Q3,0.0825,-0.2042,0.0875,1.1310,158048.3675,0.0008,105.0237,156.3257,12.8613,8.7188,0.1032,0.1531,1.1640,0.0802,-0.2029,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0456,1.0975
2024-07-13,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20240713,daily,1,fixed,fixed center,0.5000,8.0000,139738.0000,17467.2500,M3_masked_fft_plus_safeguarded_Q3,0.0825,-0.2042,0.0875,1.1379,159012.1104,0.0076,1068.7666,132.0032,13.4844,9.0120,0.1073,0.1592,1.2077,0.0798,-0.1846,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.2437,1.0553
2024-07-13,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20240713,daily,1,union,three-way union,0.5000,8.0000,139738.0000,17467.2500,M3_masked_fft_plus_safeguarded_Q3,0.0825,-0.2042,0.0875,1.1303,157943.3438,0.0000,0.0000,734.5717,12.8430,8.6868,0.1027,0.1525,1.1604,0.0817,-0.2006,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0394,1.1042
2024-07-19,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20240719,daily,1,adapted,adapted corridor,0.5000,8.0000,142077.0000,17759.6250,M3_masked_fft_plus_safeguarded_Q3,0.0762,-0.2005,0.0861,1.1318,160802.3014,0.0008,116.3106,166.1037,12.7438,8.7464,0.1035,0.1527,1.1629,0.0786,-0.2008,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0350,1.0966
2024-07-19,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20240719,daily,1,shifted,shifted center,0.5000,8.0000,142077.0000,17759.6250,M3_masked_fft_plus_safeguarded_Q3,0.0762,-0.2005,0.0861,1.1316,160779.0902,0.0007,93.0995,157.1304,12.7484,8.7543,0.1036,0.1528,1.1672,0.0789,-0.2002,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0256,1.0933
2024-07-19,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20240719,daily,1,fixed,fixed center,0.5000,8.0000,142077.0000,17759.6250,M3_masked_fft_plus_safeguarded_Q3,0.0762,-0.2005,0.0861,1.1390,161832.7800,0.0081,1146.7893,145.6731,13.3613,9.0259,0.1075,0.1586,1.1409,0.0774,-0.1768,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.3731,1.1210
2024-07-19,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20240719,daily,1,union,three-way union,0.5000,8.0000,142077.0000,17759.6250,M3_masked_fft_plus_safeguarded_Q3,0.0762,-0.2005,0.0861,1.1310,160685.9907,0.0000,0.0000,692.9091,12.7340,8.7420,0.1034,0.1526,1.1678,0.0794,-0.1988,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0236,1.0952
2025-07-06,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20250706,daily,1,adapted,adapted corridor,0.5000,8.0000,137015.0000,17126.8750,M3_masked_fft_plus_safeguarded_Q3,0.0797,-0.2010,0.0171,1.1361,155664.1338,0.0007,102.5925,172.8529,13.5905,8.8038,0.1028,0.1535,1.1825,0.0799,-0.1992,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0123,1.0885
2025-07-06,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20250706,daily,1,shifted,shifted center,0.5000,8.0000,137015.0000,17126.8750,M3_masked_fft_plus_safeguarded_Q3,0.0797,-0.2010,0.0171,1.1360,155646.5496,0.0006,85.0083,167.6909,13.5905,8.8153,0.1029,0.1537,1.1863,0.0798,-0.1993,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0115,1.0852
2025-07-06,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20250706,daily,1,fixed,fixed center,0.5000,8.0000,137015.0000,17126.8750,M3_masked_fft_plus_safeguarded_Q3,0.0797,-0.2010,0.0171,1.1432,156632.2361,0.0078,1070.6948,175.4637,14.3117,9.1865,0.1080,0.1614,1.2298,0.0796,-0.1784,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.3430,1.0607
2025-07-06,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_20250706,daily,1,union,three-way union,0.5000,8.0000,137015.0000,17126.8750,M3_masked_fft_plus_safeguarded_Q3,0.0797,-0.2010,0.0171,1.1354,155561.5413,0.0000,0.0000,617.7562,13.5583,8.7952,0.1026,0.1533,1.1830,0.0804,-0.1978,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0363,1.0907
GROUP_AVERAGE,real,real_gems_tco,real_group_average_n5,group_average,5,adapted,adapted corridor,0.5000,8.0000,142230.2000,17778.7750,M3_masked_fft_plus_safeguarded_Q3,-0.0034,-0.1914,,1.2877,183051.5062,0.0002,24.9012,149.1079,10.5895,11.9645,0.1100,0.1411,0.9583,0.0002,-0.1975,0.0000,,,,,,,,,
GROUP_AVERAGE,real,real_gems_tco,real_group_average_n5,group_average,5,shifted,shifted center,0.5000,8.0000,142230.2000,17778.7750,M3_masked_fft_plus_safeguarded_Q3,-0.0034,-0.1914,,1.2878,183063.9214,0.0003,37.3164,150.1470,10.5890,12.0015,0.1103,0.1415,0.9646,-0.0001,-0.1853,0.0000,,,,,,,,,
GROUP_AVERAGE,real,real_gems_tco,real_group_average_n5,group_average,5,fixed,fixed center,0.5000,8.0000,142230.2000,17778.7750,M3_masked_fft_plus_safeguarded_Q3,-0.0034,-0.1914,,1.2913,183567.5452,0.0038,540.9402,154.8293,11.0499,12.3086,0.1133,0.1456,0.8732,0.0074,-0.0923,0.0000,,,,,,,,,
GROUP_AVERAGE,real,real_gems_tco,real_group_average_n5,group_average,5,union,three-way union,0.5000,8.0000,142230.2000,17778.7750,M3_masked_fft_plus_safeguarded_Q3,-0.0034,-0.1914,,1.2875,183026.6050,0.0000,0.0000,656.9671,10.5889,11.9530,0.1099,0.1410,0.9554,0.0006,-0.2009,0.0000,,,,,,,,,
GROUP_AVERAGE,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_group_average_n5,group_average,5,adapted,adapted corridor,0.5000,8.0000,139476.4000,17434.5500,M3_masked_fft_plus_safeguarded_Q3,0.0792,-0.2015,0.0791,1.1340,158167.4123,0.0008,114.9084,165.9264,13.1417,8.8793,0.1044,0.1554,1.1901,0.0788,-0.2000,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0562,1.0702
GROUP_AVERAGE,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_group_average_n5,group_average,5,shifted,shifted center,0.5000,8.0000,139476.4000,17434.5500,M3_masked_fft_plus_safeguarded_Q3,0.0792,-0.2015,0.0791,1.1339,158148.4649,0.0007,95.9610,160.2841,13.1435,8.8904,0.1045,0.1556,1.1939,0.0789,-0.1998,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0497,1.0666
GROUP_AVERAGE,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_group_average_n5,group_average,5,fixed,fixed center,0.5000,8.0000,139476.4000,17434.5500,M3_masked_fft_plus_safeguarded_Q3,0.0792,-0.2015,0.0791,1.1412,159161.4977,0.0079,1108.9938,154.8933,13.8274,9.2189,0.1091,0.1625,1.2118,0.0784,-0.1775,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.3604,1.0680
GROUP_AVERAGE,synthetic,synthetic_dgp_smooth0p5_nugget1_fit_nugget0,synthetic_group_average_n5,group_average,5,union,three-way union,0.5000,8.0000,139476.4000,17434.5500,M3_masked_fft_plus_safeguarded_Q3,0.0792,-0.2015,0.0791,1.1332,158052.5039,0.0000,0.0000,708.0569,13.1044,8.8618,0.1041,0.1550,1.1908,0.0798,-0.1978,0.0000,10.0000,0.2000,0.3000,2.0000,0.0800,-0.2000,1.0000,0.0546,1.0730
