lat_lag,lon_lag,ridge_norm,gamma_min,gamma_second_min,gamma_gap,gamma_rel_gap,near_min_count,near_min_tol,is_ambiguous,n_pairs,row,col,year,month,day_num,tau,lat_step,lon_step
0.0000,-0.1890,0.1890,8.4425,8.4474,0.0049,0.0006,5,0.0844,True,110688,20,17,2023,7,7,1,0.0440,0.0630
-0.0440,-0.3780,0.3806,11.2517,11.2540,0.0023,0.0002,10,0.1125,True,90708,19,14,2023,7,7,2,0.0440,0.0630
-0.0880,-0.5040,0.5116,12.7445,12.7504,0.0060,0.0005,55,0.1274,True,73299,18,12,2023,7,7,3,0.0440,0.0630
0.0000,-0.1260,0.1260,8.5984,8.6016,0.0032,0.0004,6,0.0860,True,122890,20,18,2023,7,8,1,0.0440,0.0630
0.0000,-0.0630,0.0630,10.6034,10.6093,0.0059,0.0006,28,0.1060,True,105863,20,19,2023,7,8,2,0.0440,0.0630
-0.1320,-0.3150,0.3415,11.9133,11.9164,0.0032,0.0003,69,0.1191,True,83667,17,15,2023,7,8,3,0.0440,0.0630
0.0440,-0.1260,0.1335,8.1363,8.2008,0.0645,0.0079,3,0.0814,False,102558,21,18,2023,7,9,1,0.0440,0.0630
0.0440,-0.0630,0.0768,10.7660,10.7725,0.0066,0.0006,13,0.1077,True,86161,21,19,2023,7,9,2,0.0440,0.0630
0.0880,0.0630,0.1082,12.1391,12.1452,0.0061,0.0005,45,0.1214,True,70350,22,21,2023,7,9,3,0.0440,0.0630
0.0440,-0.2520,0.2558,7.0021,7.0195,0.0174,0.0025,5,0.0700,True,100741,21,16,2023,7,10,1,0.0440,0.0630
0.0000,-0.0630,0.0630,9.4546,9.4593,0.0047,0.0005,19,0.0945,True,87663,20,19,2023,7,10,2,0.0440,0.0630
0.0440,-0.3150,0.3181,10.9789,10.9831,0.0042,0.0004,19,0.1098,True,69832,21,15,2023,7,10,3,0.0440,0.0630
0.0000,-0.3150,0.3150,6.5156,6.5255,0.0099,0.0015,6,0.0652,True,113302,20,15,2023,7,11,1,0.0440,0.0630
-0.0440,-0.5670,0.5687,8.4027,8.4132,0.0105,0.0012,14,0.0840,True,92824,19,11,2023,7,11,2,0.0440,0.0630
-0.1760,-0.9450,0.9612,9.2310,9.2322,0.0013,0.0001,47,0.0923,True,71432,16,5,2023,7,11,3,0.0440,0.0630
-0.2200,-0.3780,0.4374,7.8505,7.8611,0.0105,0.0013,11,0.0785,True,108502,15,14,2023,7,12,1,0.0440,0.0630
-0.0440,-0.1260,0.1335,9.7497,9.7526,0.0028,0.0003,26,0.0975,True,98776,19,18,2023,7,12,2,0.0440,0.0630
-0.0880,-0.1890,0.2085,10.2090,10.2114,0.0024,0.0002,40,0.1021,True,80863,18,17,2023,7,12,3,0.0440,0.0630
0.0000,-0.1890,0.1890,8.4307,8.4432,0.0125,0.0015,5,0.0843,True,109466,20,17,2023,7,13,1,0.0440,0.0630
-0.1760,-0.5670,0.5937,10.9135,10.9140,0.0005,0.0000,25,0.1091,True,85348,16,11,2023,7,13,2,0.0440,0.0630
-0.0440,-0.7560,0.7573,11.9026,11.9088,0.0062,0.0005,70,0.1190,True,71484,19,8,2023,7,13,3,0.0440,0.0630
0.0000,-0.2520,0.2520,7.2749,7.2796,0.0047,0.0006,4,0.0727,False,101630,20,16,2023,7,14,1,0.0440,0.0630
0.0880,-0.4410,0.4497,9.6459,9.6476,0.0017,0.0002,17,0.0965,True,81108,22,13,2023,7,14,2,0.0440,0.0630
0.3080,-0.6930,0.7584,10.9223,10.9264,0.0041,0.0004,24,0.1092,True,61260,27,9,2023,7,14,3,0.0440,0.0630
-0.1320,-0.1890,0.2305,6.3074,6.3115,0.0041,0.0006,6,0.0631,True,98431,17,17,2023,7,15,1,0.0440,0.0630
-0.3080,-0.4410,0.5379,8.6948,8.6987,0.0040,0.0005,33,0.0869,True,76296,13,13,2023,7,15,2,0.0440,0.0630
0.0440,0.0000,0.0440,9.7666,9.7763,0.0097,0.0010,33,0.0977,True,69871,21,20,2023,7,15,3,0.0440,0.0630
-0.0880,-0.0630,0.1082,7.3136,7.3174,0.0038,0.0005,4,0.0731,False,121043,18,19,2023,7,16,1,0.0440,0.0630
-0.1760,-0.1890,0.2583,9.6178,9.6184,0.0006,0.0001,20,0.0962,True,100447,16,17,2023,7,16,2,0.0440,0.0630
-0.2200,-0.3780,0.4374,10.6641,10.6641,0.0000,0.0000,45,0.1066,True,81327,15,14,2023,7,16,3,0.0440,0.0630
0.0000,0.0000,0.0000,6.0277,6.0335,0.0058,0.0010,4,0.0603,False,123854,20,20,2023,7,17,1,0.0440,0.0630
0.0000,0.0000,0.0000,7.8234,7.8240,0.0006,0.0001,11,0.0782,True,105717,20,20,2023,7,17,2,0.0440,0.0630
-0.0440,0.0000,0.0440,8.7789,8.7813,0.0024,0.0003,24,0.0878,True,87408,19,20,2023,7,17,3,0.0440,0.0630
-0.2640,0.0630,0.2714,6.9929,7.0054,0.0125,0.0018,14,0.0699,True,118488,14,21,2023,7,18,1,0.0440,0.0630
-0.3960,-0.4410,0.5927,9.0220,9.0221,0.0001,0.0000,113,0.0902,True,94798,11,13,2023,7,18,2,0.0440,0.0630
-0.1760,-1.2600,1.2722,9.4783,9.4795,0.0012,0.0001,24,0.0948,True,75545,16,0,2023,7,18,3,0.0440,0.0630
0.0000,0.0000,0.0000,5.8582,5.8822,0.0240,0.0041,4,0.0586,False,125579,20,20,2023,7,19,1,0.0440,0.0630
0.0000,0.0000,0.0000,6.7404,6.7731,0.0327,0.0048,4,0.0674,False,107586,20,20,2023,7,19,2,0.0440,0.0630
0.0000,0.0000,0.0000,7.0519,7.0602,0.0082,0.0012,7,0.0705,True,89629,20,20,2023,7,19,3,0.0440,0.0630
0.0440,0.0000,0.0440,4.3600,4.3718,0.0118,0.0027,4,0.0500,False,123262,21,20,2023,7,20,1,0.0440,0.0630
0.0440,0.0000,0.0440,5.0573,5.0678,0.0105,0.0021,4,0.0506,False,105400,21,20,2023,7,20,2,0.0440,0.0630
0.0440,0.0000,0.0440,5.4251,5.4253,0.0003,0.0000,19,0.0543,True,87852,21,20,2023,7,20,3,0.0440,0.0630
0.0440,0.0000,0.0440,4.2639,4.2671,0.0032,0.0007,2,0.0500,False,122841,21,20,2023,7,21,1,0.0440,0.0630
0.0440,0.0000,0.0440,4.8693,4.8707,0.0014,0.0003,4,0.0500,False,105084,21,20,2023,7,21,2,0.0440,0.0630
0.0000,0.0000,0.0000,5.2812,5.2844,0.0032,0.0006,5,0.0528,True,88322,20,20,2023,7,21,3,0.0440,0.0630
0.0000,0.0000,0.0000,4.5250,4.5573,0.0323,0.0071,2,0.0500,False,126091,20,20,2023,7,22,1,0.0440,0.0630
0.0000,0.0000,0.0000,5.1967,5.2271,0.0303,0.0058,2,0.0520,False,108023,20,20,2023,7,22,2,0.0440,0.0630
0.0000,0.0000,0.0000,5.5509,5.5681,0.0172,0.0031,4,0.0555,False,90021,20,20,2023,7,22,3,0.0440,0.0630
0.0000,0.0000,0.0000,5.7060,5.7483,0.0423,0.0074,2,0.0571,False,124846,20,20,2023,7,23,1,0.0440,0.0630
0.0000,0.0630,0.0630,7.3496,7.3701,0.0204,0.0028,9,0.0735,True,106371,20,21,2023,7,23,2,0.0440,0.0630
0.0000,-0.9450,0.9450,7.8699,7.8820,0.0121,0.0015,45,0.0787,True,80853,20,5,2023,7,23,3,0.0440,0.0630
0.0000,0.0000,0.0000,4.7091,4.7406,0.0315,0.0067,2,0.0500,False,123896,20,20,2023,7,24,1,0.0440,0.0630
0.0440,0.0000,0.0440,5.5586,5.5589,0.0002,0.0000,5,0.0556,True,105051,21,20,2023,7,24,2,0.0440,0.0630
0.0440,0.0000,0.0440,6.1608,6.1729,0.0121,0.0020,11,0.0616,True,87648,21,20,2023,7,24,3,0.0440,0.0630
0.0000,0.0630,0.0630,4.5823,4.5985,0.0162,0.0035,3,0.0500,False,122204,20,21,2023,7,25,1,0.0440,0.0630
0.0000,0.0630,0.0630,5.3273,5.3380,0.0106,0.0020,3,0.0533,False,104379,20,21,2023,7,25,2,0.0440,0.0630
0.0000,0.0630,0.0630,5.6225,5.6566,0.0341,0.0061,5,0.0562,True,87078,20,21,2023,7,25,3,0.0440,0.0630
0.0000,0.0000,0.0000,4.4690,4.4986,0.0295,0.0066,2,0.0500,False,125199,20,20,2023,7,26,1,0.0440,0.0630
0.0000,0.0630,0.0630,5.2389,5.2480,0.0091,0.0017,2,0.0524,False,106670,20,21,2023,7,26,2,0.0440,0.0630
0.0000,0.0630,0.0630,5.7677,5.7984,0.0307,0.0053,5,0.0577,True,88957,20,21,2023,7,26,3,0.0440,0.0630
0.0000,0.0000,0.0000,4.2263,4.2845,0.0582,0.0138,1,0.0500,False,125682,20,20,2023,7,27,1,0.0440,0.0630
0.0000,0.0000,0.0000,4.9619,5.0033,0.0413,0.0083,3,0.0500,False,107597,20,20,2023,7,27,2,0.0440,0.0630
-0.0440,-1.0710,1.0719,5.4982,5.5010,0.0028,0.0005,31,0.0550,True,79422,19,3,2023,7,27,3,0.0440,0.0630
0.0000,0.0000,0.0000,3.9606,4.0215,0.0609,0.0154,1,0.0500,False,125937,20,20,2023,7,28,1,0.0440,0.0630
0.0000,0.0000,0.0000,4.5822,4.6252,0.0429,0.0094,5,0.0500,True,107899,20,20,2023,7,28,2,0.0440,0.0630
0.0000,0.0000,0.0000,4.8622,4.8631,0.0009,0.0002,52,0.0500,True,89888,20,20,2023,7,28,3,0.0440,0.0630
