date,data_kind,dataset_id,method,method_label,points_per_hour,n_hours,n_selected,mean_rank,residual_df,n_eigen_kept,n_eigen_dropped,eigen_threshold,min_kept_eigenvalue,max_kept_eigenvalue,sum_squared_score,mean_squared_score,score2_per_residual_df,max_abs_bridge_scaled,brown_bridge_width,full_gaussian_nll,full_gaussian_nll_per_obs,covariance_seconds,eigendecomposition_seconds,diagnostic_seconds,native_nll_per_target,n_fit_target_points,fit_seconds,fit_sigmasq,fit_range_lat,fit_range_lon,fit_range_time,fit_advec_lat,fit_advec_lon,fit_nugget,gls_beta_intercept,gls_beta_centered_latitude,gls_beta_hour_dummy_1,gls_beta_hour_dummy_2,gls_beta_hour_dummy_3,gls_beta_hour_dummy_4,gls_beta_hour_dummy_5,gls_beta_hour_dummy_6,gls_beta_hour_dummy_7,point_maxmin_seconds
2024-07-07,real,real_20240707,fixed,fixed center,400,8,3200,9,3191.0000,3200,0,0.0000,8.3569,64.0347,3156.2143,0.9891,0.9891,5.5832,0.0340,8728.0512,2.7275,0.1004,4.7908,4.8912,1.3263,140709,140.7461,15.1880,0.1323,0.1826,0.9073,0.0128,-0.1288,0.0000,0.9406,-0.2454,-0.3878,-1.3638,-1.8320,-1.7549,-1.9895,-1.7439,0.0173,0.0909
2024-07-07,real,real_20240707,union,three-way union,400,8,3200,9,3191.0000,3200,0,0.0000,6.5464,65.7793,3254.6876,1.0200,1.0200,5.5746,0.0340,8679.9845,2.7125,0.0984,4.7841,4.8825,1.3200,140709,675.5895,14.5815,0.1263,0.1742,1.1438,0.0036,-0.3826,0.0000,0.8825,-0.2384,-0.3957,-1.2579,-1.7132,-1.6064,-1.8166,-1.5973,0.1492,0.0909
2024-07-15,real,real_20240715,adapted,adapted corridor,400,8,3200,9,3191.0000,3200,0,0.0000,4.6295,25.9446,3820.5917,1.1973,1.1973,8.1875,0.0340,8262.3617,2.5820,0.1003,4.8423,4.9426,1.1796,143785,158.6028,9.0096,0.1038,0.1324,0.9246,0.0000,0.0052,0.0000,0.3316,1.0015,-0.5823,-0.9925,-1.5430,-1.2220,-0.4105,0.6498,2.8405,0.0956
2024-07-15,real,real_20240715,shifted,shifted center,400,8,3200,9,3191.0000,3200,0,0.0000,4.6295,25.9446,3820.5917,1.1973,1.1973,8.1875,0.0340,8262.3617,2.5820,0.1000,4.8504,4.9503,1.1796,143785,164.3002,9.0096,0.1038,0.1324,0.9246,0.0000,0.0052,0.0000,0.3316,1.0015,-0.5823,-0.9925,-1.5430,-1.2220,-0.4105,0.6498,2.8405,0.0956
2024-07-15,real,real_20240715,fixed,fixed center,400,8,3200,9,3191.0000,3200,0,0.0000,4.6333,25.9043,3821.3385,1.1975,1.1975,8.2122,0.0340,8262.5917,2.5821,0.1011,4.8478,4.9489,1.1796,143785,192.8837,9.0071,0.1038,0.1323,0.9233,0.0002,0.0051,0.0000,0.3316,1.0015,-0.5822,-0.9925,-1.5430,-1.2219,-0.4105,0.6498,2.8406,0.0956
2024-07-15,real,real_20240715,union,three-way union,400,8,3200,9,3191.0000,3200,0,0.0000,4.6404,25.8070,3824.0382,1.1984,1.1984,8.2472,0.0340,8263.2910,2.5823,0.0991,4.8255,4.9246,1.1796,143785,704.8970,8.9997,0.1037,0.1322,0.9205,0.0001,0.0053,0.0000,0.3315,1.0015,-0.5823,-0.9925,-1.5430,-1.2219,-0.4105,0.6499,2.8406,0.0956
2024-07-22,real,real_20240722,adapted,adapted corridor,400,8,3200,9,3191.0000,3200,0,0.0000,6.1603,22.3058,3326.8230,1.0426,1.0426,8.0183,0.0340,8128.7912,2.5402,0.1006,4.8441,4.9447,1.2006,143621,134.7022,9.3814,0.1049,0.1341,0.6892,0.0172,-0.1047,0.0000,0.4920,0.7662,-0.2446,-1.3056,-1.9574,-1.7527,0.6746,-0.2763,2.7412,0.0971
2024-07-22,real,real_20240722,shifted,shifted center,400,8,3200,9,3191.0000,3200,0,0.0000,5.9981,22.9439,3326.2806,1.0424,1.0424,7.5941,0.0340,8121.8762,2.5381,0.0986,4.8329,4.9315,1.2004,143621,160.5716,9.3920,0.1050,0.1341,0.7110,0.0109,-0.0498,0.0000,0.4940,0.7710,-0.2430,-1.3027,-1.9579,-1.7470,0.6744,-0.2806,2.7364,0.0971
2024-07-22,real,real_20240722,fixed,fixed center,400,8,3200,9,3191.0000,3200,0,0.0000,6.0637,22.9761,3310.6853,1.0375,1.0375,7.6063,0.0340,8121.2739,2.5379,0.0988,4.8640,4.9627,1.2010,143621,136.1634,9.4278,0.1054,0.1348,0.7030,0.0155,-0.0480,0.0000,0.4936,0.7703,-0.2425,-1.3019,-1.9567,-1.7468,0.6736,-0.2802,2.7370,0.0971
2024-07-22,real,real_20240722,union,three-way union,400,8,3200,9,3191.0000,3200,0,0.0000,6.2521,22.0346,3336.7054,1.0457,1.0457,8.1342,0.0340,8133.4823,2.5417,0.0995,4.8239,4.9234,1.2005,143621,665.8525,9.3623,0.1047,0.1338,0.6840,0.0172,-0.1315,0.0000,0.4909,0.7642,-0.2468,-1.3066,-1.9579,-1.7545,0.6751,-0.2753,2.7433,0.0971
2023-07-04,synthetic,synthetic_20230704,adapted,adapted corridor,400,8,3200,9,3191.0000,3200,0,0.0000,4.3037,37.3398,3373.9249,1.0573,1.0573,5.6088,0.0340,8038.9197,2.5122,0.1012,4.8039,4.9051,1.1377,135570,143.3469,9.3133,0.1095,0.1632,1.2521,0.0794,-0.1952,0.0000,0.1122,1.0580,-0.0034,0.0503,-0.2357,-0.0402,0.0735,-0.2337,-0.3599,0.0884
2023-07-04,synthetic,synthetic_20230704,shifted,shifted center,400,8,3200,9,3191.0000,3200,0,0.0000,4.3003,37.4764,3370.6232,1.0563,1.0563,5.5808,0.0340,8038.4027,2.5120,0.1005,4.8192,4.9196,1.1376,135570,161.1104,9.3231,0.1096,0.1633,1.2544,0.0798,-0.1957,0.0000,0.1124,1.0580,-0.0034,0.0500,-0.2359,-0.0402,0.0733,-0.2338,-0.3601,0.0884
2023-07-04,synthetic,synthetic_20230704,fixed,fixed center,400,8,3200,9,3191.0000,3200,0,0.0000,4.4132,41.8861,3259.2205,1.0214,1.0214,4.8283,0.0340,8026.8725,2.5084,0.1015,4.7985,4.9000,1.1449,135570,140.1154,9.6706,0.1145,0.1704,1.2680,0.0765,-0.1705,0.0000,0.1138,1.0620,-0.0002,0.0500,-0.2393,-0.0428,0.0692,-0.2324,-0.3585,0.0884
2023-07-04,synthetic,synthetic_20230704,union,three-way union,400,8,3200,9,3191.0000,3200,0,0.0000,4.3022,36.8087,3386.9565,1.0614,1.0614,5.7336,0.0340,8040.6433,2.5127,0.0980,4.8101,4.9081,1.1369,135570,768.3414,9.2734,0.1089,0.1623,1.2478,0.0802,-0.1934,0.0000,0.1116,1.0582,-0.0028,0.0501,-0.2357,-0.0400,0.0734,-0.2332,-0.3589,0.0884
2023-07-29,synthetic,synthetic_20230729,adapted,adapted corridor,400,8,3200,9,3191.0000,3200,0,0.0000,4.0905,31.4534,3412.1476,1.0693,1.0693,4.9857,0.0340,7994.1682,2.4982,0.0996,4.8087,4.9083,1.1334,142982,157.6403,8.8287,0.1030,0.1548,1.1942,0.0756,-0.2012,0.0000,0.1108,0.9056,-0.1441,-0.2837,-0.3358,-0.2726,-0.1147,-0.2089,-0.1520,0.0957
2023-07-29,synthetic,synthetic_20230729,shifted,shifted center,400,8,3200,9,3191.0000,3200,0,0.0000,4.0864,31.6117,3408.2354,1.0681,1.0681,4.9280,0.0340,7993.5309,2.4980,0.1011,4.9513,5.0524,1.1333,142982,159.1634,8.8404,0.1031,0.1550,1.1977,0.0758,-0.2009,0.0000,0.1107,0.9056,-0.1440,-0.2837,-0.3358,-0.2726,-0.1147,-0.2088,-0.1518,0.0957
2023-07-29,synthetic,synthetic_20230729,fixed,fixed center,400,8,3200,9,3191.0000,3200,0,0.0000,4.2151,35.5748,3286.0877,1.0298,1.0298,4.1738,0.0340,7982.3063,2.4945,0.1021,4.8344,4.9365,1.1408,142982,181.2109,9.1994,0.1080,0.1626,1.2127,0.0787,-0.1769,0.0000,0.1080,0.9064,-0.1398,-0.2804,-0.3324,-0.2699,-0.1139,-0.2039,-0.1459,0.0957
2023-07-29,synthetic,synthetic_20230729,union,three-way union,400,8,3200,9,3191.0000,3200,0,0.0000,4.0768,31.2939,3418.6973,1.0714,1.0714,5.0544,0.0340,7994.8709,2.4984,0.1031,4.8139,4.9170,1.1326,142982,726.7060,8.8117,0.1027,0.1545,1.1950,0.0771,-0.1986,0.0000,0.1107,0.9057,-0.1437,-0.2833,-0.3355,-0.2722,-0.1146,-0.2089,-0.1516,0.0957
2024-07-13,synthetic,synthetic_20240713,adapted,adapted corridor,400,8,3200,9,3191.0000,3200,0,0.0000,4.2558,31.0717,3334.9786,1.0451,1.0451,4.3706,0.0340,7940.5752,2.4814,0.1003,4.8252,4.9255,1.1312,139738,189.6881,8.7043,0.1030,0.1528,1.1590,0.0805,-0.2034,0.0000,-0.0637,1.0640,0.1154,0.0733,0.2356,0.0623,-0.1528,-0.2093,-0.1280,0.0908
2024-07-13,synthetic,synthetic_20240713,shifted,shifted center,400,8,3200,9,3191.0000,3200,0,0.0000,4.2475,31.2847,3330.5157,1.0437,1.0437,4.3168,0.0340,7939.8912,2.4812,0.0997,4.8373,4.9370,1.1310,139738,156.3257,8.7188,0.1032,0.1531,1.1640,0.0802,-0.2029,0.0000,-0.0637,1.0642,0.1156,0.0733,0.2355,0.0622,-0.1528,-0.2092,-0.1280,0.0908
2024-07-13,synthetic,synthetic_20240713,fixed,fixed center,400,8,3200,9,3191.0000,3200,0,0.0000,4.2667,34.9970,3239.5069,1.0152,1.0152,3.4717,0.0340,7931.7386,2.4787,0.1018,4.8158,4.9176,1.1379,139738,132.0032,9.0120,0.1073,0.1592,1.2077,0.0798,-0.1846,0.0000,-0.0635,1.0672,0.1131,0.0716,0.2357,0.0634,-0.1554,-0.2125,-0.1267,0.0908
2024-07-13,synthetic,synthetic_20240713,union,three-way union,400,8,3200,9,3191.0000,3200,0,0.0000,4.2506,30.9199,3341.8158,1.0473,1.0473,4.4421,0.0340,7941.1938,2.4816,0.1018,4.8288,4.9305,1.1303,139738,734.5717,8.6868,0.1027,0.1525,1.1604,0.0817,-0.2006,0.0000,-0.0642,1.0641,0.1152,0.0731,0.2367,0.0631,-0.1527,-0.2092,-0.1271,0.0908
2024-07-19,synthetic,synthetic_20240719,adapted,adapted corridor,400,8,3200,9,3191.0000,3200,0,0.0000,4.1308,30.5907,3512.4228,1.1007,1.1007,6.0353,0.0340,8037.3695,2.5117,0.0995,4.8297,4.9292,1.1318,142077,166.1037,8.7464,0.1035,0.1527,1.1629,0.0786,-0.2008,0.0000,-0.1511,0.9011,-0.0369,0.0856,-0.1169,0.5011,0.3335,0.3529,0.2435,0.0939
2024-07-19,synthetic,synthetic_20240719,shifted,shifted center,400,8,3200,9,3191.0000,3200,0,0.0000,4.1249,30.7253,3510.1123,1.1000,1.1000,6.0015,0.0340,8036.8946,2.5115,0.0997,4.8322,4.9319,1.1316,142077,157.1304,8.7543,0.1036,0.1528,1.1672,0.0789,-0.2002,0.0000,-0.1510,0.9010,-0.0370,0.0855,-0.1169,0.5009,0.3334,0.3526,0.2432,0.0939
2024-07-19,synthetic,synthetic_20240719,fixed,fixed center,400,8,3200,9,3191.0000,3200,0,0.0000,4.2358,33.0794,3411.6315,1.0691,1.0691,5.2284,0.0340,8030.7780,2.5096,0.0997,4.8130,4.9127,1.1390,142077,145.6731,9.0259,0.1075,0.1586,1.1409,0.0774,-0.1768,0.0000,-0.1498,0.9010,-0.0420,0.0821,-0.1160,0.4963,0.3349,0.3571,0.2384,0.0939
2024-07-19,synthetic,synthetic_20240719,union,three-way union,400,8,3200,9,3191.0000,3200,0,0.0000,4.1228,30.6119,3514.8414,1.1015,1.1015,6.0277,0.0340,8037.3596,2.5117,0.1014,4.8135,4.9149,1.1310,142077,692.9091,8.7420,0.1034,0.1526,1.1678,0.0794,-0.1988,0.0000,-0.1507,0.9010,-0.0376,0.0852,-0.1169,0.5005,0.3332,0.3524,0.2428,0.0939
2025-07-06,synthetic,synthetic_20250706,adapted,adapted corridor,400,8,3200,9,3191.0000,3200,0,0.0000,4.1485,31.6093,3222.6236,1.0099,1.0099,4.4287,0.0340,7899.5922,2.4686,0.0999,4.8368,4.9366,1.1361,137015,172.8529,8.8038,0.1028,0.1535,1.1825,0.0799,-0.1992,0.0000,-0.2195,1.0091,0.2012,0.5011,0.4757,0.4976,0.4810,0.0371,-0.0796,0.0889
2025-07-06,synthetic,synthetic_20250706,shifted,shifted center,400,8,3200,9,3191.0000,3200,0,0.0000,4.1445,31.7702,3218.8972,1.0087,1.0087,4.3916,0.0340,7898.9943,2.4684,0.1036,4.8201,4.9237,1.1360,137015,167.6909,8.8153,0.1029,0.1537,1.1863,0.0798,-0.1993,0.0000,-0.2195,1.0090,0.2011,0.5010,0.4756,0.4975,0.4810,0.0369,-0.0796,0.0889
2025-07-06,synthetic,synthetic_20250706,fixed,fixed center,400,8,3200,9,3191.0000,3200,0,0.0000,4.2078,36.4236,3103.6768,0.9726,0.9726,3.5474,0.0340,7888.9503,2.4653,0.0999,4.8236,4.9236,1.1432,137015,175.4637,9.1865,0.1080,0.1614,1.2298,0.0796,-0.1784,0.0000,-0.2156,1.0086,0.1970,0.5002,0.4677,0.4920,0.4754,0.0331,-0.0802,0.0889
2025-07-06,synthetic,synthetic_20250706,union,three-way union,400,8,3200,9,3191.0000,3200,0,0.0000,4.1439,31.5227,3225.8848,1.0109,1.0109,4.4491,0.0340,7899.9740,2.4687,0.0971,4.8298,4.9269,1.1354,137015,617.7562,8.7952,0.1026,0.1533,1.1830,0.0804,-0.1978,0.0000,-0.2192,1.0091,0.2008,0.5006,0.4749,0.4969,0.4807,0.0367,-0.0800,0.0889
